App,Package,Start Time,Duration,Filename
"System",,"Jan. 3, 2018 @ 07:48:47 PM","7 min 5 sec",""

Time  [ms],"CPU Load [%]",Time  [ms],"Memory Usage [KB]",Time  [ms],"CPU Load (Normalized) [%]",
77631,86,77632,1282432,77745,95,
77734,95,77735,1282504,77855,97,
77839,97,77844,1283272,77951,81,
77938,83,77940,1280272,78059,92,
78044,92,78051,1284212,78197,94,
78149,93,78178,1290600,78265,89,
78249,92,78256,1283428,78431,89,
78362,90,78364,1284984,78489,97,
78463,97,78464,1285268,78572,100,
78563,100,78564,1280800,78692,93,
78678,93,78679,1291112,78867,96,
78819,96,78820,1282420,78900,100,
78884,100,78890,1279572,78999,86,
78983,87,78985,1276708,79118,98,
79097,97,79098,1277384,79207,97,
79194,96,79195,1274500,79340,62,
79301,68,79302,1279120,79415,93,
79407,93,79408,1279460,79515,100,
79501,100,79503,1278828,79626,88,
79604,87,79605,1275936,79715,95,
79707,95,79708,1278108,79820,89,
79810,89,79811,1275708,79964,69,
79918,70,79919,1278436,80102,89,
80020,90,80021,1278008,80147,100,
80120,100,80123,1279212,80232,94,
80219,94,80220,1278536,80389,95,
80338,93,80368,1280196,80433,87,
80423,90,80425,1277200,80530,66,
80523,69,80524,1276576,80665,82,
80631,82,80632,1280720,80776,98,
80761,98,80769,1278224,80875,91,
80835,92,80837,1277324,81002,92,
80939,93,80941,1277744,81048,97,
81037,97,81038,1277892,81147,71,
81136,68,81137,1277052,81281,70,
81236,70,81237,1283904,81345,97,
81337,97,81338,1280652,81464,93,
81439,92,81443,1280744,81550,94,
81538,94,81540,1279188,81677,100,
81638,100,81647,1281312,81758,89,
81739,89,81743,1278436,81873,68,
81849,71,81850,1284996,82044,97,
81958,97,81964,1282836,82063,97,
82051,97,82052,1281448,82170,87,
82155,86,82159,1280256,82292,92,
82268,93,82270,1282252,82377,95,
82369,94,82370,1279296,82476,50,
82469,50,82470,1278232,82586,83,
82578,84,82579,1279984,82704,100,
82687,100,82688,1287708,82834,86,
82793,83,82794,1283520,82963,85,
82894,85,82895,1283288,83016,100,
82995,100,82997,1282408,83109,69,
83095,75,83096,1279600,83223,87,
83207,86,83208,1284412,83354,98,
83327,97,83328,1290220,83463,82,
83419,82,83421,1283244,83542,93,
83527,93,83528,1284404,83632,94,
83623,94,83623,1283936,83734,90,
83724,89,83727,1280868,83872,54,
83828,56,83829,1283700,84027,95,
83950,95,83951,1285976,84089,91,
84068,92,84069,1286676,84135,92,
84127,90,84129,1284020,84301,96,
84278,96,84279,1283708,84349,95,
84329,94,84330,1281932,84435,79,
84429,81,84430,1281104,84563,88,
84538,86,84541,1277960,84677,100,
84657,100,84660,1278360,84754,91,
84747,90,84748,1277516,84902,95,
84846,95,84847,1277596,84963,95,
84948,95,84949,1276432,85055,75,
85048,76,85049,1275552,85165,80,
85159,84,85160,1280868,85318,98,
85301,98,85302,1278240,85409,85,
85370,84,85371,1277460,85493,90,
85472,90,85473,1277744,85593,92,
85572,92,85574,1277488,85689,76,
85675,75,85676,1277148,85806,85,
85775,84,85777,1283240,85957,92,
85878,93,85879,1281176,85991,97,
85979,97,85981,1281164,86110,93,
86085,92,86087,1278348,86209,97,
86189,97,86190,1281428,86317,92,
86305,93,86306,1277100,86405,51,
86398,57,86399,1276948,86511,89,
86501,88,86502,1281032,86612,95,
86603,95,86604,1284388,86720,90,
86705,89,86707,1282120,86825,95,
86805,95,86808,1281184,86936,100,
86872,100,86874,1281460,86977,97,
86971,97,86972,1279740,87074,57,
87068,61,87069,1278556,87185,88,
87178,86,87179,1283448,87312,97,
87280,97,87281,1289272,87393,83,
87380,82,87381,1279760,87491,84,
87481,84,87482,1279932,87599,97,
87581,97,87582,1282556,87700,85,
87682,85,87683,1280084,87787,51,
87782,52,87783,1279872,87900,90,
87883,90,87888,1280668,88019,100,
88008,100,88009,1287576,88106,83,
88089,83,88093,1281120,88205,91,
88189,90,88196,1281720,88324,97,
88297,97,88298,1280844,88404,79,
88396,78,88397,1280664,88516,84,
88508,86,88510,1283460,88641,97,
88612,97,88613,1288424,88723,90,
88715,94,88716,1284740,88837,92,
88819,88,88820,1285268,88936,95,
88922,97,88923,1284104,89032,80,
89024,78,89025,1282936,89131,94,
89098,93,89100,1291960,89259,94,
89198,94,89200,1290176,89309,90,
89300,90,89302,1289824,89451,91,
89408,92,89413,1284580,89537,97,
89517,95,89526,1286044,89616,90,
89609,92,89610,1283936,89718,47,
89709,47,89710,1284348,89829,85,
89819,86,89820,1288672,89983,97,
89954,97,89956,1288472,90018,83,
90007,86,90009,1282900,90118,87,
90108,87,90110,1280328,90235,97,
90209,97,90210,1282708,90317,95,
90308,95,90309,1280240,90488,72,
90418,62,90462,1288936,90526,95,
90516,97,90518,1279920,90632,100,
90617,100,90618,1287816,90742,81,
90720,82,90721,1282720,90825,82,
90812,82,90813,1282892,90927,100,
90912,100,90918,1281340,91020,80,
91012,82,91013,1279380,91148,68,
91113,68,91114,1286464,91245,95,
91237,96,91238,1287020,91331,97,
91321,96,91323,1285508,91434,85,
91427,90,91428,1283392,91561,98,
91542,93,91543,1284588,91650,86,
91636,86,91638,1279296,91763,90,
91743,90,91744,1283760,91904,85,
91838,86,91839,1286804,91955,89,
91942,89,91943,1286232,92085,88,
92043,87,92048,1284020,92171,97,
92160,97,92161,1283908,92256,83,
92244,82,92245,1281436,92387,64,
92349,65,92350,1284624,92521,94,
92468,94,92469,1288984,92568,100,
92557,100,92559,1288712,92680,85,
92652,85,92662,1285700,92810,97,
92767,97,92770,1284676,92873,97,
92858,97,92859,1282344,93017,82,
92984,79,92986,1289084,93113,93,
93088,93,93107,1288736,93199,94,
93189,95,93190,1288880,93307,90,
93296,89,93298,1283804,93402,95,
93391,95,93392,1285936,93509,90,
93498,90,93500,1283380,93640,78,
93607,79,93608,1288336,93811,85,
93701,85,93702,1286444,93831,100,
93813,100,93816,1288924,93915,96,
93902,96,93903,1284656,94030,92,
94004,92,94005,1287032,94114,95,
94106,95,94107,1284508,94249,69,
94218,71,94219,1289908,94427,98,
94324,97,94326,1289500,94445,96,
94429,100,94430,1288792,94540,87,
94527,86,94529,1287332,94683,93,
94660,93,94661,1288640,94754,92,
94747,92,94748,1280432,94865,70,
94857,71,94858,1283272,95063,95,
94969,95,94970,1282632,95078,100,
95065,100,95071,1280560,95172,80,
95126,80,95128,1279292,95295,91,
95228,92,95229,1280860,95358,97,
95336,97,95339,1280484,95449,87,
95429,90,95431,1279992,95551,91,
95540,91,95542,1283948,95681,93,
95647,93,95648,1287588,95765,87,
95749,86,95756,1282216,95930,88,
95853,90,95854,1283984,95965,97,
95951,97,95954,1284324,96062,90,
96055,89,96056,1280092,96183,87,
96169,86,96173,1284188,96308,94,
96269,95,96270,1288396,96390,90,
96373,90,96375,1284212,96500,90,
96474,90,96482,1285816,96608,100,
96585,100,96591,1283436,96695,82,
96689,84,96690,1281512,96751,36,
96740,36,96743,1281636,96884,90,
96858,91,96859,1282884,97009,100,
96968,100,96980,1291988,97078,85,
97068,86,97069,1283136,97229,92,
97170,92,97171,1282880,97322,92,
97290,100,97291,1283728,97387,74,
97376,87,97378,1282984,97521,77,
97478,93,97479,1290760,97696,83,
97658,100,97679,1288092,97705,62,
97697,100,97698,1288648,97794,81,
97787,96,97788,1286576,97957,75,
97887,91,97888,1286636,98001,83,
97992,100,97993,1285252,98101,67,
98092,82,98093,1284864,98231,72,
98193,82,98197,1290400,98304,81,
98296,97,98298,1287188,98419,82,
98397,97,98398,1287060,98522,73,
98507,87,98508,1287916,98715,77,
98652,93,98652,1289016,98789,82,
98759,97,98766,1284960,98813,73,
98804,87,98805,1284352,98969,75,
98918,91,98919,1290652,99020,76,
99009,94,99010,1283540,99139,83,
99109,97,99110,1288972,99238,75,
99211,90,99212,1283596,99419,80,
99320,95,99321,1282176,99461,83,
99438,100,99440,1283332,99559,67,
99540,80,99542,1281592,99695,62,
99640,74,99642,1285592,99875,75,
99748,88,99771,1284332,99891,83,
99877,100,99879,1285388,99983,73,
99951,83,99974,1283560,100074,79,
100058,95,100059,1283032,100155,83,
100116,100,100117,1284728,100243,77,
100221,93,100224,1283100,100332,58,
100321,69,100323,1280960,100460,65,
100439,79,100441,1288080,100582,81,
100528,97,100529,1284688,100645,83,
100637,100,100638,1284204,100754,71,
100737,82,100739,1284884,100865,78,
100856,92,100857,1285916,100948,81,
100938,100,100939,1282196,101046,78,
101039,90,101040,1281592,101190,58,
101143,69,101144,1286860,101353,79,
101241,95,101242,1285604,101379,83,
101355,100,101357,1286496,101462,76,
101442,91,101444,1284208,101556,78,
101547,93,101548,1285104,101663,81,
101647,97,101648,1284360,101759,73,
101748,87,101749,1283332,101934,64,
101849,64,101850,1283984,102091,83,
101949,97,101962,1285356,102108,83,
102096,100,102097,1285312,102207,67,
102150,82,102151,1286312,102304,76,
102257,91,102260,1286020,102396,83,
102360,100,102361,1288944,102473,81,
102459,97,102460,1286024,102616,65,
102568,72,102585,1289392,102689,75,
102674,92,102678,1285280,102818,83,
102778,100,102779,1293920,102911,76,
102884,90,102885,1286840,103099,78,
103011,93,103013,1287344,103119,79,
103102,97,103110,1285752,103213,71,
103198,85,103199,1284820,103361,61,
103307,62,103350,1294376,103401,83,
103362,100,103369,1284408,103559,83,
103504,100,103506,1289688,103577,83,
103562,100,103563,1285580,103679,78,
103667,93,103668,1283788,103843,80,
103768,95,103769,1283800,103893,79,
103865,97,103866,1283880,103979,75,
103969,88,103970,1282124,104096,71,
104070,85,104071,1290272,104273,80,
104181,95,104182,1285312,104315,82,
104282,97,104287,1284688,104483,79,
104441,95,104442,1285144,104563,77,
104498,91,104499,1284716,104648,81,
104598,97,104599,1284724,104713,69,
104704,85,104705,1282212,104844,69,
104808,81,104810,1287544,104939,79,
104927,95,104928,1288020,105037,83,
105019,100,105020,1286328,105130,78,
105120,94,105121,1286488,105307,80,
105226,95,105286,1286144,105341,83,
105327,97,105328,1283108,105433,63,
105426,81,105427,1282792,105592,64,
105529,68,105530,1287820,105748,80,
105687,96,105689,1291736,105789,83,
105761,100,105762,1288236,105883,70,
105841,85,105842,1285120,105968,81,
105956,97,105957,1284056,106074,79,
106055,94,106057,1284992,106168,75,
106158,90,106160,1283812,106268,40,
106261,51,106262,1283972,106381,79,
106368,95,106371,1288252,106527,83,
106501,100,106502,1294804,106597,76,
106580,90,106582,1288736,106693,79,
106681,95,106682,1286764,106861,82,
106787,97,106788,1289208,106916,76,
106895,93,106898,1287404,107003,63,
106995,75,106997,1284456,107129,75,
107099,90,107101,1294116,107267,76,
107198,90,107200,1290224,107342,82,
107317,97,107319,1289868,107442,77,
107418,95,107419,1283080,107584,80,
107520,92,107521,1282712,107639,83,
107620,100,107621,1282572,107732,81,
107721,97,107723,1282608,107841,67,
107822,80,107823,1284180,107944,78,
107927,93,107928,1285344,108081,79,
108027,95,108028,1291728,108138,81,
108128,100,108129,1287848,108253,81,
108229,94,108230,1285060,108416,83,
108359,100,108360,1288476,108489,83,
108445,100,108455,1287304,108557,75,
108543,92,108544,1288452,108726,78,
108648,89,108708,1291848,108772,80,
108749,97,108751,1297304,108931,83,
108863,100,108864,1303744,108979,80,
108964,95,108967,1303248,109082,83,
109064,100,109065,1301144,109149,81,
109125,100,109137,1303972,109284,83,
109265,98,109268,1301908,109384,81,
109368,97,109369,1303324,109483,64,
109468,76,109469,1304984,109584,78,
109571,94,109572,1317144,109751,83,
109674,100,109676,1313564,109820,83,
109775,100,109776,1311800,109920,80,
109878,95,109879,1309860,110115,82,
109995,97,109996,1311864,110150,83,
110120,100,110124,1310296,110166,83,
110151,100,110152,1310996,110263,75,
110240,91,110248,1311372,110417,66,
110340,80,110342,1310444,110458,83,
110440,97,110441,1316440,110600,81,
110547,97,110548,1321180,110675,83,
110649,100,110650,1318272,110818,83,
110758,100,110764,1317336,110903,82,
110855,97,110877,1317504,110995,83,
110967,100,110976,1315672,111073,81,
111062,97,111063,1315200,111187,81,
111169,97,111175,1322036,111332,75,
111297,90,111298,1324452,111417,83,
111400,100,111406,1319596,111561,77,
111502,92,111506,1316664,111661,82,
111604,97,111646,1321272,111730,83,
111708,100,111709,1318452,111826,83,
111805,100,111807,1319612,112000,71,
111909,86,111910,1323804,112170,81,
112013,97,112014,1322184,112182,83,
112171,100,112174,1324756,112235,75,
112214,88,112215,1327136,112340,81,
112314,97,112315,1324856,112513,83,
112423,100,112425,1326648,112574,83,
112515,100,112517,1325680,112594,83,
112577,100,112578,1325472,112684,81,
112677,97,112678,1323600,112816,83,
112801,100,112802,1329988,112976,82,
112900,97,112902,1332724,113011,83,
113001,100,113002,1330616,113143,81,
113103,97,113104,1331724,113297,80,
113210,95,113212,1331512,113333,83,
113317,100,113318,1332540,113425,81,
113412,97,113414,1331916,113524,83,
113513,100,113515,1331960,113625,81,
113617,97,113618,1341276,113808,82,
113718,97,113757,1343504,113870,83,
113834,100,113847,1337204,113979,81,
113937,97,113943,1332960,114157,83,
114043,100,114058,1333104,114194,83,
114159,100,114160,1333784,114256,83,
114247,100,114248,1334484,114426,74,
114347,82,114348,1336936,114459,83,
114447,100,114448,1336456,114606,83,
114553,100,114554,1344200,114668,83,
114658,100,114659,1338696,114816,82,
114773,97,114784,1339412,114899,83,
114818,100,114819,1338416,114951,83,
114927,100,114929,1340436,115044,83,
115027,100,115029,1337008,115135,72,
115127,86,115128,1338456,115247,83,
115240,100,115241,1345304,115355,83,
115347,100,115348,1348756,115479,81,
115450,97,115451,1347392,115568,83,
115548,100,115549,1345160,115721,81,
115652,97,115653,1344536,115779,83,
115753,100,115754,1343604,115869,76,
115858,91,115859,1344180,116003,78,
115967,93,115969,1355052,116155,80,
116076,94,116084,1352696,116202,80,
116178,97,116183,1348368,116236,83,
116227,100,116229,1350276,116373,78,
116331,92,116333,1347480,116444,83,
116435,100,116436,1350612,116562,79,
116541,95,116543,1349512,116653,74,
116641,90,116644,1348656,116764,81,
116747,95,116749,1351668,116907,82,
116867,97,116869,1357028,116964,79,
116952,93,116953,1354052,117059,79,
117048,95,117049,1351732,117225,82,
117171,97,117201,1353128,117312,76,
117285,93,117287,1352764,117386,70,
117376,82,117377,1350616,117496,81,
117476,97,117477,1359028,117561,68,
117548,83,117549,1294788,117698,81,
117648,97,117649,1301068,117766,81,
117749,97,117750,1299060,117876,80,
117850,95,117853,1297212,117979,81,
117952,97,117953,1295228,118079,83,
118054,100,118055,1296292,118170,79,
118157,97,118158,1295972,118265,78,
118258,90,118259,1296972,118415,82,
118364,97,118374,1302400,118534,81,
118462,97,118463,1303240,118583,83,
118563,100,118566,1300364,118681,79,
118668,95,118670,1299872,118836,81,
118771,97,118772,1301288,118880,81,
118871,97,118872,1300708,118999,67,
118984,80,118984,1299568,119166,61,
119087,71,119089,1303416,119199,80,
119185,94,119186,1304656,119312,83,
119287,100,119288,1311860,119405,82,
119389,97,119393,1310716,119505,81,
119491,97,119493,1305460,119613,83,
119598,100,119599,1306420,119710,81,
119698,97,119699,1305184,119808,72,
119799,86,119801,1304868,119958,65,
119907,78,119908,1312304,120099,77,
120010,92,120012,1310564,120165,83,
120144,100,120154,1311876,120224,80,
120216,96,120217,1309072,120347,77,
120320,92,120321,1311084,120454,80,
120438,95,120440,1312536,120524,83,
120494,100,120495,1310780,120613,70,
120596,82,120601,1310616,120773,67,
120748,83,120749,1319944,120941,76,
120857,91,120858,1318412,120959,81,
120949,97,120950,1315384,121091,69,
121070,82,121071,1316748,121131,80,
121117,94,121118,1316008,121248,83,
121218,100,121220,1316528,121331,81,
121321,97,121322,1314324,121432,68,
121423,82,121425,1311696,121560,73,
121523,86,121524,1321380,121634,79,
121624,94,121625,1315744,121766,83,
121726,100,121727,1323924,121834,81,
121827,97,121828,1314064,121965,78,
121943,93,121944,1316152,122077,77,
122057,91,122059,1317376,122169,77,
122157,93,122158,1315772,122267,56,
122257,68,122259,1316932,122397,73,
122358,87,122359,1323272,122560,78,
122468,93,122469,1321200,122569,83,
122561,100,122562,1326952,122681,79,
122662,94,122663,1319836,122800,71,
122763,84,122765,1320320,122911,83,
122865,100,122879,1323572,122987,81,
122966,97,122967,1318904,123074,54,
123066,65,123067,1317952,123188,77,
123167,93,123168,1329272,123332,74,
123278,88,123278,1326940,123399,77,
123381,92,123383,1325548,123497,76,
123484,92,123485,1321332,123661,75,
123586,86,123588,1321596,123697,83,
123686,100,123688,1321992,123795,69,
123785,83,123787,1319552,123955,62,
123898,71,123922,1329992,123976,79,
123967,96,123968,1322908,124114,79,
124060,94,124061,1327052,124173,81,
124159,97,124161,1324288,124281,75,
124263,89,124265,1322236,124401,80,
124367,95,124370,1324120,124505,77,
124472,92,124473,1321624,124590,76,
124577,90,124578,1315920,124696,79,
124679,94,124680,1320396,124841,80,
124791,95,124792,1325168,124904,76,
124893,90,124896,1320628,125040,80,
125004,95,125008,1319800,125114,80,
125106,95,125107,1321924,125231,77,
125208,93,125210,1317364,125268,70,
125261,85,125262,1316932,125369,34,
125360,46,125361,1316292,125473,81,
125462,97,125463,1322392,125623,80,
125577,96,125579,1326468,125687,74,
125678,91,125679,1321932,125820,78,
125783,93,125785,1318480,125930,82,
125884,95,125885,1321416,125998,79,
125987,95,125988,1319156,126100,46,
126087,58,126088,1318376,126225,70,
126195,82,126200,1328536,126390,82,
126301,97,126316,1326372,126409,83,
126391,100,126392,1327096,126536,73,
126498,85,126500,1320528,126681,78,
126601,95,126602,1320988,126722,83,
126708,100,126709,1320524,126815,77,
126808,94,126809,1319400,126917,45,
126908,52,126909,1317572,127018,79,
127009,95,127010,1322620,127168,76,
127117,88,127137,1328308,127229,81,
127220,97,127221,1324484,127371,77,
127337,91,127338,1321452,127474,83,
127450,100,127451,1324384,127528,78,
127483,92,127484,1320820,127597,78,
127585,92,127587,1318464,127744,67,
127718,80,127719,1326176,127904,76,
127807,92,127808,1320916,127920,83,
127906,100,127907,1322496,128057,64,
128002,79,128003,1319064,128151,82,
128104,97,128105,1317440,128265,78,
128254,95,128255,1319256,128364,66,
128358,82,128358,1316748,128491,58,
128458,67,128459,1323160,128668,76,
128579,91,128580,1323672,128694,83,
128677,100,128683,1322404,128804,78,
128770,94,128772,1318624,128891,80,
128877,95,128878,1318624,129001,81,
128980,97,128981,1319548,129048,75,
129029,90,129030,1318452,129145,71,
129130,84,129131,1317572,129254,74,
129232,92,129235,1322876,129421,83,
129331,95,129332,1324008,129449,83,
129432,100,129433,1322332,129549,76,
129532,91,129533,1321568,129727,75,
129633,90,129634,1321168,129742,83,
129733,100,129734,1321204,129852,76,
129833,90,129835,1317788,129999,49,
129938,62,129939,1320300,130114,83,
130039,100,130042,1320948,130193,83,
130143,100,130167,1328968,130259,80,
130244,97,130245,1324968,130367,82,
130344,97,130347,1320416,130500,82,
130454,97,130480,1322796,130565,78,
130555,94,130556,1320112,130666,81,
130655,97,130657,1319608,130815,70,
130771,85,130773,1321844,131002,81,
130943,97,130944,1323600,131019,83,
131007,98,131008,1319156,131050,71,
131042,84,131043,1321488,131172,76,
131149,91,131151,1318360,131276,80,
131267,95,131268,1320784,131399,83,
131355,100,131370,1319140,131470,53,
131461,74,131462,1315956,131600,70,
131573,81,131575,1322296,131742,73,
131678,86,131705,1325520,131799,83,
131775,100,131777,1321520,131904,72,
131877,86,131878,1321564,132064,81,
131987,97,131988,1319556,132123,83,
132087,100,132092,1317696,132200,66,
132188,79,132189,1317176,132358,64,
132342,78,132343,1327708,132413,67,
132401,80,132404,1320544,132551,83,
132517,100,132533,1320656,132650,74,
132602,90,132604,1318816,132817,82,
132705,97,132726,1320068,132842,83,
132820,100,132821,1321132,132935,80,
132913,96,132915,1319288,133026,74,
133011,89,133012,1318384,133160,69,
133122,79,133138,1327856,133296,81,
133213,97,133235,1322040,133336,83,
133314,100,133315,1328488,133439,73,
133427,87,133428,1322480,133554,80,
133528,95,133529,1320020,133644,81,
133629,97,133630,1322380,133745,77,
133730,92,133731,1319468,133883,68,
133843,82,133844,1326096,134041,75,
133945,86,133966,1321260,134098,83,
134042,100,134066,1327584,134113,78,
134103,96,134104,1321076,134217,75,
134197,92,134198,1319068,134362,78,
134318,91,134319,1320740,134442,77,
134409,93,134415,1318260,134519,58,
134510,71,134511,1317644,134663,52,
134617,62,134619,1323256,134725,77,
134718,94,134719,1318552,134862,82,
134841,96,134843,1325420,134976,71,
134929,79,134931,1318920,135054,78,
135023,94,135044,1320008,135161,83,
135146,100,135147,1322024,135256,71,
135238,86,135239,1319684,135395,68,
135350,75,135388,1327452,135553,76,
135448,95,135449,1319860,135604,82,
135597,100,135598,1322060,135658,52,
135647,60,135648,1320588,135869,78,
135751,90,135757,1321304,135934,82,
135902,98,135903,1319264,136012,72,
136002,89,136003,1318792,136170,57,
136104,55,136105,1321196,136351,79,
136221,93,136224,1321996,136367,83,
136353,100,136354,1324036,136397,83,
136368,100,136372,1324704,136542,74,
136521,88,136522,1320292,136634,83,
136619,100,136620,1323092,136739,77,
136719,92,136720,1320832,136833,63,
136821,75,136822,1316708,136957,76,
136939,91,136940,1322536,137130,83,
137079,100,137101,1326220,137140,83,
137131,100,137133,1320392,137249,67,
137201,76,137233,1318316,137407,82,
137373,97,137374,1321020,137455,83,
137430,100,137431,1318088,137537,74,
137526,91,137528,1318364,137670,69,
137626,79,137627,1323760,137838,79,
137777,95,137778,1324664,137897,83,
137877,100,137878,1322796,137998,77,
137982,94,137984,1319948,138132,78,
138088,90,138089,1322552,138182,83,
138151,100,138161,1321440,138262,83,
138247,100,138250,1317688,138353,41,
138346,48,138347,1317036,138471,77,
138455,87,138456,1322324,138647,76,
138568,91,138569,1325760,138711,80,
138669,95,138676,1324108,138784,81,
138774,97,138775,1319232,138903,78,
138874,94,138876,1319652,139017,83,
138972,97,138974,1319192,139088,69,
139078,82,139079,1318512,139210,78,
139189,93,139190,1323776,139354,80,
139328,96,139329,1328164,139416,81,
139404,96,139406,1323852,139493,68,
139457,85,139459,1321368,139641,79,
139611,94,139612,1323800,139723,79,
139712,95,139713,1321340,139773,70,
139763,89,139764,1318564,139875,68,
139863,78,139864,1326500,140023,81,
140015,96,140016,1324732,140124,77,
140115,92,140116,1323036,140217,76,
140178,88,140179,1320888,140309,79,
140279,95,140282,1319204,140400,80,
140382,95,140383,1319908,140492,75,
140482,94,140483,1317788,140659,42,
140583,48,140583,1317540,140696,80,
140687,97,140688,1320408,140842,77,
140790,90,140792,1327800,140917,77,
140898,92,140899,1320900,141046,80,
141007,94,141008,1320232,141153,81,
141100,97,141123,1321992,141231,81,
141203,97,141204,1319660,141318,70,
141303,81,141304,1319136,141461,70,
141449,82,141451,1322136,141515,77,
141507,93,141508,1321020,141635,83,
141628,100,141629,1321964,141754,66,
141712,79,141713,1321504,141832,82,
141816,97,141817,1321508,141932,81,
141918,97,141922,1323452,142032,81,
142018,97,142020,1319160,142180,62,
142122,74,142123,1324076,142234,76,
142225,90,142227,1321924,142334,83,
142326,100,142327,1329872,142435,70,
142428,84,142429,1322256,142563,78,
142546,92,142548,1321988,142667,81,
142631,97,142632,1323672,142741,75,
142732,90,142733,1320372,142880,74,
142838,88,142840,1321532,143054,78,
142957,93,142958,1321220,143101,83,
143059,100,143061,1322412,143197,75,
143159,89,143161,1317624,143290,76,
143270,93,143271,1319404,143379,83,
143344,96,143346,1321088,143449,81,
143420,96,143424,1318476,143528,64,
143518,80,143519,1318168,143638,79,
143620,94,143621,1323640,143797,77,
143720,92,143722,1323596,143837,79,
143826,94,143828,1321816,143940,79,
143926,94,143928,1319900,144101,78,
144039,94,144040,1321728,144160,81,
144149,97,144150,1318084,144253,65,
144246,76,144247,1317028,144393,60,
144351,73,144352,1324348,144560,78,
144448,92,144449,1321308,144607,80,
144591,96,144593,1324688,144666,78,
144658,92,144659,1322220,144836,77,
144761,92,144763,1319676,144905,83,
144862,100,144866,1319020,144976,71,
144965,85,144966,1318036,145113,62,
145098,76,145099,1328460,145293,81,
145207,97,145208,1325404,145317,81,
145306,100,145307,1323948,145440,75,
145428,88,145430,1321528,145525,75,
145510,88,145511,1321736,145638,83,
145617,100,145619,1321900,145724,81,
145715,97,145716,1320436,145882,45,
145822,58,145823,1322648,146011,82,
145923,97,145925,1318696,146077,83,
146032,100,146056,1326484,146139,64,
146127,84,146129,1320716,146252,79,
146228,94,146230,1318704,146372,81,
146333,97,146334,1321812,146459,80,
146437,95,146438,1318864,146545,59,
146538,72,146539,1318952,146624,83,
146608,100,146615,1320992,146779,81,
146688,96,146689,1323044,146796,81,
146789,97,146790,1322072,146920,76,
146895,90,146896,1320280,147080,79,
146997,95,146998,1321264,147114,81,
147099,97,147101,1318312,147225,79,
147206,97,147209,1318532,147315,37,
147305,52,147308,1318188,147425,77,
147411,92,147412,1323508,147580,76,
147528,91,147530,1328332,147635,81,
147628,97,147629,1323376,147781,73,
147750,86,147751,1320276,147890,83,
147860,100,147867,1322856,147930,65,
147914,95,147915,1319972,148031,62,
148018,93,148019,1321472,148133,65,
148118,97,148119,1320520,148259,67,
148227,100,148229,1325504,148475,67,
148337,100,148338,1323244,148520,67,
148495,100,148498,1324544,148551,67,
148531,100,148532,1325748,148665,65,
148632,97,148633,1322936,148851,64,
148760,96,148762,1323432,148908,67,
148898,100,148899,1320960,148967,67,
148955,100,148960,1321512,149060,46,
149049,75,149050,1317452,149189,61,
149156,87,149157,1326752,149362,65,
149267,97,149269,1322044,149401,67,
149381,100,149383,1328844,149495,61,
149482,92,149484,1318872,149602,64,
149585,95,149587,1319888,149773,66,
149684,97,149685,1321684,149849,64,
149795,100,149799,1319816,149910,67,
149897,97,149898,1319960,150010,55,
149998,86,149999,1317024,150129,64,
150106,92,150107,1327644,150350,64,
150215,93,150254,1325104,150377,67,
150360,100,150363,1322412,150413,53,
150389,83,150390,1323576,150512,64,
150490,95,150491,1322272,150614,67,
150595,100,150597,1320768,150704,65,
150696,97,150697,1322324,150805,65,
150797,97,150798,1319960,150909,54,
150897,80,150899,1318720,151053,63,
151006,92,151007,1329424,151236,65,
151108,97,151110,1321336,151265,67,
151245,100,151246,1321796,151385,55,
151319,83,151320,1322300,151440,63,
151419,95,151420,1322144,151602,65,
151530,95,151584,1323472,151649,67,
151632,100,151633,1321356,151751,59,
151738,88,151739,1319204,151847,42,
151839,64,151840,1318736,151976,64,
151944,95,151946,1330392,152156,63,
152049,95,152050,1324796,152189,67,
152158,100,152163,1324768,152269,67,
152245,100,152247,1322388,152338,65,
152320,96,152327,1320816,152422,61,
152399,93,152400,1322484,152534,65,
152499,97,152500,1323864,152674,64,
152657,95,152659,1321056,152780,36,
152759,55,152761,1318704,152884,61,
152809,80,152812,1317704,152932,67,
152917,100,152919,1320600,153025,62,
153016,91,153017,1323524,153143,67,
153121,100,153123,1320732,153268,54,
153222,82,153223,1319776,153369,67,
153327,100,153328,1320352,153475,64,
153425,95,153440,1320364,153551,67,
153529,100,153531,1318236,153637,62,
153627,95,153629,1318072,153736,40,
153727,60,153729,1317904,153854,67,
153828,97,153830,1329440,153986,62,
153947,92,153978,1327544,154103,67,
154058,100,154067,1322776,154163,54,
154139,86,154141,1321100,154261,67,
154249,100,154250,1320204,154453,62,
154372,93,154373,1322956,154494,62,
154471,92,154472,1320364,154603,60,
154578,90,154580,1319572,154638,57,
154630,84,154631,1317832,154754,65,
154735,97,154737,1322632,154900,63,
154832,95,154833,1323948,154968,67,
154951,100,154952,1322928,155080,63,
155057,95,155059,1322736,155184,63,
155169,93,155170,1321336,155294,67,
155279,100,155280,1322624,155400,67,
155380,100,155388,1320352,155492,50,
155480,77,155483,1319212,155592,67,
155581,100,155583,1331232,155833,62,
155688,92,155689,1325696,155865,67,
155834,100,155837,1326756,155963,67,
155890,100,155897,1321088,155999,65,
155985,97,155988,1321168,156147,65,
156098,97,156099,1324184,156179,67,
156151,100,156168,1323716,156272,60,
