execute_time,a_matrix_height,a_matrix_width,b_matrix_height,b_matrix_width,out_matrix_height,out_matrix_width
0.068202,1,2048,2048,1024,1,1024
0.018105,1,1024,1024,1008,1,1008
0.066046,1,2048,2048,1024,1,1024
0.022034,1,1024,1024,1008,1,1008
0.070328,1,2048,2048,1024,1,1024
0.025316,1,1024,1024,1008,1,1008
0.054957,1,2048,2048,1024,1,1024
0.014035,1,1024,1024,1008,1,1008
0.062912,1,2048,2048,1024,1,1024
0.017427,1,1024,1024,1008,1,1008
0.051733,1,2048,2048,1024,1,1024
0.02201,1,1024,1024,1008,1,1008
0.052764,1,2048,2048,1024,1,1024
0.015497,1,1024,1024,1008,1,1008
0.059381,1,2048,2048,1024,1,1024
0.014013,1,1024,1024,1008,1,1008
0.056219,1,2048,2048,1024,1,1024
0.018518,1,1024,1024,1008,1,1008
0.053718,1,2048,2048,1024,1,1024
0.01904,1,1024,1024,1008,1,1008
0.056151,1,2048,2048,1024,1,1024
0.015618,1,1024,1024,1008,1,1008
0.061926,1,2048,2048,1024,1,1024
0.013774,1,1024,1024,1008,1,1008
0.054255,1,2048,2048,1024,1,1024
0.025186,1,1024,1024,1008,1,1008
0.060787,1,2048,2048,1024,1,1024
0.017232,1,1024,1024,1008,1,1008
0.054736,1,2048,2048,1024,1,1024
0.021182,1,1024,1024,1008,1,1008
0.05075,1,2048,2048,1024,1,1024
0.019832,1,1024,1024,1008,1,1008
0.062615,1,2048,2048,1024,1,1024
0.014943,1,1024,1024,1008,1,1008
0.055795,1,2048,2048,1024,1,1024
0.015975,1,1024,1024,1008,1,1008
0.056619,1,2048,2048,1024,1,1024
0.0187,1,1024,1024,1008,1,1008
0.059649,1,2048,2048,1024,1,1024
0.018167,1,1024,1024,1008,1,1008
0.056034,1,2048,2048,1024,1,1024
0.013663,1,1024,1024,1008,1,1008
0.055213,1,2048,2048,1024,1,1024
0.023485,1,1024,1024,1008,1,1008
0.065956,1,2048,2048,1024,1,1024
0.022937,1,1024,1024,1008,1,1008
0.055254,1,2048,2048,1024,1,1024
0.015006,1,1024,1024,1008,1,1008
0.059683,1,2048,2048,1024,1,1024
0.013291,1,1024,1024,1008,1,1008
0.06439,1,2048,2048,1024,1,1024
0.018235,1,1024,1024,1008,1,1008
0.062945,1,2048,2048,1024,1,1024
0.022723,1,1024,1024,1008,1,1008
0.061933,1,2048,2048,1024,1,1024
0.020426,1,1024,1024,1008,1,1008
0.063932,1,2048,2048,1024,1,1024
0.021667,1,1024,1024,1008,1,1008
0.06746,1,2048,2048,1024,1,1024
0.016919,1,1024,1024,1008,1,1008
0.054567,1,2048,2048,1024,1,1024
0.017469,1,1024,1024,1008,1,1008
0.052179,1,2048,2048,1024,1,1024
0.018077,1,1024,1024,1008,1,1008
0.06102,1,2048,2048,1024,1,1024
0.018049,1,1024,1024,1008,1,1008
0.065789,1,2048,2048,1024,1,1024
0.018349,1,1024,1024,1008,1,1008
0.058386,1,2048,2048,1024,1,1024
0.013853,1,1024,1024,1008,1,1008
0.066127,1,2048,2048,1024,1,1024
0.018817,1,1024,1024,1008,1,1008
0.0705,1,2048,2048,1024,1,1024
0.016616,1,1024,1024,1008,1,1008
0.053014,1,2048,2048,1024,1,1024
0.01721,1,1024,1024,1008,1,1008
0.057641,1,2048,2048,1024,1,1024
0.019392,1,1024,1024,1008,1,1008
0.066357,1,2048,2048,1024,1,1024
0.013282,1,1024,1024,1008,1,1008
0.058547,1,2048,2048,1024,1,1024
0.019206,1,1024,1024,1008,1,1008
0.076006,1,2048,2048,1024,1,1024
0.019034,1,1024,1024,1008,1,1008
0.058868,1,2048,2048,1024,1,1024
0.015704,1,1024,1024,1008,1,1008
0.051808,1,2048,2048,1024,1,1024
0.015302,1,1024,1024,1008,1,1008
0.064978,1,2048,2048,1024,1,1024
0.0139,1,1024,1024,1008,1,1008
0.077599,1,2048,2048,1024,1,1024
0.014206,1,1024,1024,1008,1,1008
0.060721,1,2048,2048,1024,1,1024
0.014532,1,1024,1024,1008,1,1008
0.054499,1,2048,2048,1024,1,1024
0.019438,1,1024,1024,1008,1,1008
0.068352,1,2048,2048,1024,1,1024
0.01687,1,1024,1024,1008,1,1008
0.060971,1,2048,2048,1024,1,1024
0.019266,1,1024,1024,1008,1,1008
0.066146,1,2048,2048,1024,1,1024
0.018384,1,1024,1024,1008,1,1008
0.066135,1,2048,2048,1024,1,1024
0.02216,1,1024,1024,1008,1,1008
0.053999,1,2048,2048,1024,1,1024
0.014643,1,1024,1024,1008,1,1008
0.064068,1,2048,2048,1024,1,1024
0.016321,1,1024,1024,1008,1,1008
0.067659,1,2048,2048,1024,1,1024
0.018199,1,1024,1024,1008,1,1008
0.05452,1,2048,2048,1024,1,1024
0.020542,1,1024,1024,1008,1,1008
0.056611,1,2048,2048,1024,1,1024
0.018242,1,1024,1024,1008,1,1008
0.059355,1,2048,2048,1024,1,1024
0.013532,1,1024,1024,1008,1,1008
0.057156,1,2048,2048,1024,1,1024
0.017923,1,1024,1024,1008,1,1008
0.073128,1,2048,2048,1024,1,1024
0.013917,1,1024,1024,1008,1,1008
0.065135,1,2048,2048,1024,1,1024
0.017125,1,1024,1024,1008,1,1008
0.080899,1,2048,2048,1024,1,1024
0.017193,1,1024,1024,1008,1,1008
0.055279,1,2048,2048,1024,1,1024
0.019927,1,1024,1024,1008,1,1008
0.067829,1,2048,2048,1024,1,1024
0.020915,1,1024,1024,1008,1,1008
0.061136,1,2048,2048,1024,1,1024
0.017699,1,1024,1024,1008,1,1008
0.057724,1,2048,2048,1024,1,1024
0.018016,1,1024,1024,1008,1,1008
0.066175,1,2048,2048,1024,1,1024
0.019349,1,1024,1024,1008,1,1008
0.074683,1,2048,2048,1024,1,1024
0.017525,1,1024,1024,1008,1,1008
0.05969,1,2048,2048,1024,1,1024
0.01803,1,1024,1024,1008,1,1008
0.05062,1,2048,2048,1024,1,1024
0.017012,1,1024,1024,1008,1,1008
0.05507,1,2048,2048,1024,1,1024
0.018236,1,1024,1024,1008,1,1008
0.070819,1,2048,2048,1024,1,1024
0.014821,1,1024,1024,1008,1,1008
0.069576,1,2048,2048,1024,1,1024
0.014163,1,1024,1024,1008,1,1008
0.060964,1,2048,2048,1024,1,1024
0.016847,1,1024,1024,1008,1,1008
0.055882,1,2048,2048,1024,1,1024
0.018996,1,1024,1024,1008,1,1008
0.064691,1,2048,2048,1024,1,1024
0.019029,1,1024,1024,1008,1,1008
0.064382,1,2048,2048,1024,1,1024
0.020203,1,1024,1024,1008,1,1008
0.062043,1,2048,2048,1024,1,1024
0.018394,1,1024,1024,1008,1,1008
