execute_time,a_matrix_height,a_matrix_width,b_matrix_height,b_matrix_width,out_matrix_height,out_matrix_width
0.021063,1,2048,2048,1024,1,1024
0.029046,1,1024,1024,1008,1,1008
0.042346,1,2048,2048,1024,1,1024
0.020398,1,1024,1024,1008,1,1008
0.026638,1,2048,2048,1024,1,1024
0.018386,1,1024,1024,1008,1,1008
0.025613,1,2048,2048,1024,1,1024
0.024958,1,1024,1024,1008,1,1008
0.034355,1,2048,2048,1024,1,1024
0.035275,1,1024,1024,1008,1,1008
0.031956,1,2048,2048,1024,1,1024
0.014756,1,1024,1024,1008,1,1008
0.029338,1,2048,2048,1024,1,1024
0.01981,1,1024,1024,1008,1,1008
0.028036,1,2048,2048,1024,1,1024
0.015445,1,1024,1024,1008,1,1008
0.031727,1,2048,2048,1024,1,1024
0.023351,1,1024,1024,1008,1,1008
0.041147,1,2048,2048,1024,1,1024
0.012435,1,1024,1024,1008,1,1008
0.020143,1,2048,2048,1024,1,1024
0.021654,1,1024,1024,1008,1,1008
0.019299,1,2048,2048,1024,1,1024
0.021589,1,1024,1024,1008,1,1008
0.032215,1,2048,2048,1024,1,1024
0.020421,1,1024,1024,1008,1,1008
0.01588,1,2048,2048,1024,1,1024
0.017032,1,1024,1024,1008,1,1008
0.024495,1,2048,2048,1024,1,1024
0.010699,1,1024,1024,1008,1,1008
0.030369,1,2048,2048,1024,1,1024
0.026318,1,1024,1024,1008,1,1008
0.025088,1,2048,2048,1024,1,1024
0.016492,1,1024,1024,1008,1,1008
0.036461,1,2048,2048,1024,1,1024
0.022382,1,1024,1024,1008,1,1008
0.020013,1,2048,2048,1024,1,1024
0.025569,1,1024,1024,1008,1,1008
0.027225,1,2048,2048,1024,1,1024
0.015804,1,1024,1024,1008,1,1008
0.022151,1,2048,2048,1024,1,1024
0.009908,1,1024,1024,1008,1,1008
0.049004,1,2048,2048,1024,1,1024
0.013787,1,1024,1024,1008,1,1008
0.021323,1,2048,2048,1024,1,1024
0.018426,1,1024,1024,1008,1,1008
0.045163,1,2048,2048,1024,1,1024
0.013511,1,1024,1024,1008,1,1008
0.033742,1,2048,2048,1024,1,1024
0.0177,1,1024,1024,1008,1,1008
0.03,1,2048,2048,1024,1,1024
0.018358,1,1024,1024,1008,1,1008
0.027769,1,2048,2048,1024,1,1024
0.021311,1,1024,1024,1008,1,1008
0.028681,1,2048,2048,1024,1,1024
0.021864,1,1024,1024,1008,1,1008
0.039607,1,2048,2048,1024,1,1024
0.028342,1,1024,1024,1008,1,1008
0.024126,1,2048,2048,1024,1,1024
0.023001,1,1024,1024,1008,1,1008
0.02935,1,2048,2048,1024,1,1024
0.02218,1,1024,1024,1008,1,1008
0.024952,1,2048,2048,1024,1,1024
0.019053,1,1024,1024,1008,1,1008
0.022226,1,2048,2048,1024,1,1024
0.012486,1,1024,1024,1008,1,1008
0.038736,1,2048,2048,1024,1,1024
0.022328,1,1024,1024,1008,1,1008
0.019761,1,2048,2048,1024,1,1024
0.016473,1,1024,1024,1008,1,1008
0.029383,1,2048,2048,1024,1,1024
0.016888,1,1024,1024,1008,1,1008
0.021819,1,2048,2048,1024,1,1024
0.011633,1,1024,1024,1008,1,1008
0.021695,1,2048,2048,1024,1,1024
0.023741,1,1024,1024,1008,1,1008
0.025697,1,2048,2048,1024,1,1024
0.018769,1,1024,1024,1008,1,1008
0.040192,1,2048,2048,1024,1,1024
0.025798,1,1024,1024,1008,1,1008
0.020946,1,2048,2048,1024,1,1024
0.012783,1,1024,1024,1008,1,1008
0.029875,1,2048,2048,1024,1,1024
0.022493,1,1024,1024,1008,1,1008
0.02766,1,2048,2048,1024,1,1024
0.021343,1,1024,1024,1008,1,1008
0.026468,1,2048,2048,1024,1,1024
0.02196,1,1024,1024,1008,1,1008
0.029213,1,2048,2048,1024,1,1024
0.01776,1,1024,1024,1008,1,1008
0.028911,1,2048,2048,1024,1,1024
0.019158,1,1024,1024,1008,1,1008
0.026189,1,2048,2048,1024,1,1024
0.012873,1,1024,1024,1008,1,1008
0.031273,1,2048,2048,1024,1,1024
0.016847,1,1024,1024,1008,1,1008
0.041997,1,2048,2048,1024,1,1024
0.020785,1,1024,1024,1008,1,1008
0.043359,1,2048,2048,1024,1,1024
0.02119,1,1024,1024,1008,1,1008
0.038802,1,2048,2048,1024,1,1024
0.015213,1,1024,1024,1008,1,1008
0.029953,1,2048,2048,1024,1,1024
0.014929,1,1024,1024,1008,1,1008
0.031507,1,2048,2048,1024,1,1024
0.020103,1,1024,1024,1008,1,1008
0.025754,1,2048,2048,1024,1,1024
0.029504,1,1024,1024,1008,1,1008
0.016557,1,2048,2048,1024,1,1024
0.01827,1,1024,1024,1008,1,1008
0.021335,1,2048,2048,1024,1,1024
0.021147,1,1024,1024,1008,1,1008
0.037767,1,2048,2048,1024,1,1024
0.021843,1,1024,1024,1008,1,1008
0.028502,1,2048,2048,1024,1,1024
0.011826,1,1024,1024,1008,1,1008
0.033327,1,2048,2048,1024,1,1024
0.009742,1,1024,1024,1008,1,1008
0.018535,1,2048,2048,1024,1,1024
0.013141,1,1024,1024,1008,1,1008
0.022207,1,2048,2048,1024,1,1024
0.018343,1,1024,1024,1008,1,1008
0.032895,1,2048,2048,1024,1,1024
0.016404,1,1024,1024,1008,1,1008
0.02484,1,2048,2048,1024,1,1024
0.015455,1,1024,1024,1008,1,1008
0.033703,1,2048,2048,1024,1,1024
0.025186,1,1024,1024,1008,1,1008
0.018962,1,2048,2048,1024,1,1024
0.02262,1,1024,1024,1008,1,1008
0.027157,1,2048,2048,1024,1,1024
0.019333,1,1024,1024,1008,1,1008
0.022527,1,2048,2048,1024,1,1024
0.019605,1,1024,1024,1008,1,1008
0.029677,1,2048,2048,1024,1,1024
0.014609,1,1024,1024,1008,1,1008
0.025756,1,2048,2048,1024,1,1024
0.020109,1,1024,1024,1008,1,1008
0.028262,1,2048,2048,1024,1,1024
0.018726,1,1024,1024,1008,1,1008
0.040095,1,2048,2048,1024,1,1024
0.032754,1,1024,1024,1008,1,1008
0.021829,1,2048,2048,1024,1,1024
0.023014,1,1024,1024,1008,1,1008
0.028247,1,2048,2048,1024,1,1024
0.020216,1,1024,1024,1008,1,1008
0.028607,1,2048,2048,1024,1,1024
0.021226,1,1024,1024,1008,1,1008
0.035438,1,2048,2048,1024,1,1024
0.021206,1,1024,1024,1008,1,1008
0.043049,1,2048,2048,1024,1,1024
0.012611,1,1024,1024,1008,1,1008
0.031796,1,2048,2048,1024,1,1024
0.028371,1,1024,1024,1008,1,1008
0.031115,1,2048,2048,1024,1,1024
0.013188,1,1024,1024,1008,1,1008
0.035668,1,2048,2048,1024,1,1024
0.016604,1,1024,1024,1008,1,1008
0.033298,1,2048,2048,1024,1,1024
0.01634,1,1024,1024,1008,1,1008
0.017185,1,2048,2048,1024,1,1024
0.013158,1,1024,1024,1008,1,1008
0.017055,1,2048,2048,1024,1,1024
0.03017,1,1024,1024,1008,1,1008
0.035263,1,2048,2048,1024,1,1024
0.014295,1,1024,1024,1008,1,1008
0.024921,1,2048,2048,1024,1,1024
0.020188,1,1024,1024,1008,1,1008
0.02669,1,2048,2048,1024,1,1024
0.020346,1,1024,1024,1008,1,1008
0.025592,1,2048,2048,1024,1,1024
0.025071,1,1024,1024,1008,1,1008
0.041078,1,2048,2048,1024,1,1024
0.011196,1,1024,1024,1008,1,1008
0.025792,1,2048,2048,1024,1,1024
0.027792,1,1024,1024,1008,1,1008
0.027985,1,2048,2048,1024,1,1024
0.022034,1,1024,1024,1008,1,1008
0.030954,1,2048,2048,1024,1,1024
0.016861,1,1024,1024,1008,1,1008
0.028071,1,2048,2048,1024,1,1024
0.010823,1,1024,1024,1008,1,1008
0.027853,1,2048,2048,1024,1,1024
0.019414,1,1024,1024,1008,1,1008
0.021901,1,2048,2048,1024,1,1024
0.018405,1,1024,1024,1008,1,1008
0.022419,1,2048,2048,1024,1,1024
0.01451,1,1024,1024,1008,1,1008
0.016572,1,2048,2048,1024,1,1024
0.016274,1,1024,1024,1008,1,1008
0.024584,1,2048,2048,1024,1,1024
0.033117,1,1024,1024,1008,1,1008
0.029154,1,2048,2048,1024,1,1024
0.020343,1,1024,1024,1008,1,1008
0.019186,1,2048,2048,1024,1,1024
0.019937,1,1024,1024,1008,1,1008
0.020535,1,2048,2048,1024,1,1024
0.022188,1,1024,1024,1008,1,1008
0.02663,1,2048,2048,1024,1,1024
0.025284,1,1024,1024,1008,1,1008
0.039079,1,2048,2048,1024,1,1024
0.024565,1,1024,1024,1008,1,1008
0.040806,1,2048,2048,1024,1,1024
0.02117,1,1024,1024,1008,1,1008
0.028489,1,2048,2048,1024,1,1024
0.020205,1,1024,1024,1008,1,1008
0.044556,1,2048,2048,1024,1,1024
0.025268,1,1024,1024,1008,1,1008
0.029217,1,2048,2048,1024,1,1024
0.028508,1,1024,1024,1008,1,1008
0.026229,1,2048,2048,1024,1,1024
0.014319,1,1024,1024,1008,1,1008
0.039349,1,2048,2048,1024,1,1024
0.020288,1,1024,1024,1008,1,1008
0.023035,1,2048,2048,1024,1,1024
0.02104,1,1024,1024,1008,1,1008
0.024984,1,2048,2048,1024,1,1024
0.019598,1,1024,1024,1008,1,1008
0.027553,1,2048,2048,1024,1,1024
0.008347,1,1024,1024,1008,1,1008
0.033057,1,2048,2048,1024,1,1024
0.026476,1,1024,1024,1008,1,1008
0.021166,1,2048,2048,1024,1,1024
0.028134,1,1024,1024,1008,1,1008
0.024133,1,2048,2048,1024,1,1024
0.013356,1,1024,1024,1008,1,1008
0.021456,1,2048,2048,1024,1,1024
0.033501,1,1024,1024,1008,1,1008
0.03174,1,2048,2048,1024,1,1024
0.022735,1,1024,1024,1008,1,1008
0.027465,1,2048,2048,1024,1,1024
0.027504,1,1024,1024,1008,1,1008
0.03632,1,2048,2048,1024,1,1024
0.012578,1,1024,1024,1008,1,1008
0.030112,1,2048,2048,1024,1,1024
0.021825,1,1024,1024,1008,1,1008
0.019265,1,2048,2048,1024,1,1024
0.023876,1,1024,1024,1008,1,1008
0.030315,1,2048,2048,1024,1,1024
0.02738,1,1024,1024,1008,1,1008
0.027975,1,2048,2048,1024,1,1024
0.016814,1,1024,1024,1008,1,1008
0.022423,1,2048,2048,1024,1,1024
0.015869,1,1024,1024,1008,1,1008
0.039409,1,2048,2048,1024,1,1024
0.020455,1,1024,1024,1008,1,1008
0.033073,1,2048,2048,1024,1,1024
0.015963,1,1024,1024,1008,1,1008
0.031211,1,2048,2048,1024,1,1024
0.018969,1,1024,1024,1008,1,1008
0.034965,1,2048,2048,1024,1,1024
0.023815,1,1024,1024,1008,1,1008
0.035708,1,2048,2048,1024,1,1024
0.019565,1,1024,1024,1008,1,1008
0.039889,1,2048,2048,1024,1,1024
0.029512,1,1024,1024,1008,1,1008
0.019448,1,2048,2048,1024,1,1024
0.014842,1,1024,1024,1008,1,1008
0.035023,1,2048,2048,1024,1,1024
0.020435,1,1024,1024,1008,1,1008
0.022031,1,2048,2048,1024,1,1024
0.010846,1,1024,1024,1008,1,1008
0.025804,1,2048,2048,1024,1,1024
0.015755,1,1024,1024,1008,1,1008
0.038219,1,2048,2048,1024,1,1024
0.019182,1,1024,1024,1008,1,1008
0.020656,1,2048,2048,1024,1,1024
0.010674,1,1024,1024,1008,1,1008
0.027273,1,2048,2048,1024,1,1024
0.013474,1,1024,1024,1008,1,1008
0.016339,1,2048,2048,1024,1,1024
0.027488,1,1024,1024,1008,1,1008
0.017681,1,2048,2048,1024,1,1024
0.022471,1,1024,1024,1008,1,1008
0.016928,1,2048,2048,1024,1,1024
0.025378,1,1024,1024,1008,1,1008
0.013502,1,2048,2048,1024,1,1024
0.010743,1,1024,1024,1008,1,1008
0.029629,1,2048,2048,1024,1,1024
0.017965,1,1024,1024,1008,1,1008
0.014447,1,2048,2048,1024,1,1024
0.017355,1,1024,1024,1008,1,1008
0.033193,1,2048,2048,1024,1,1024
0.010759,1,1024,1024,1008,1,1008
0.035981,1,2048,2048,1024,1,1024
0.016743,1,1024,1024,1008,1,1008
0.02455,1,2048,2048,1024,1,1024
0.025322,1,1024,1024,1008,1,1008
0.043711,1,2048,2048,1024,1,1024
0.025892,1,1024,1024,1008,1,1008
0.045624,1,2048,2048,1024,1,1024
0.022501,1,1024,1024,1008,1,1008
0.028408,1,2048,2048,1024,1,1024
0.022258,1,1024,1024,1008,1,1008
0.032186,1,2048,2048,1024,1,1024
0.019545,1,1024,1024,1008,1,1008
0.034467,1,2048,2048,1024,1,1024
0.022318,1,1024,1024,1008,1,1008
0.033838,1,2048,2048,1024,1,1024
0.0269,1,1024,1024,1008,1,1008
0.040232,1,2048,2048,1024,1,1024
0.025109,1,1024,1024,1008,1,1008
0.027295,1,2048,2048,1024,1,1024
0.022515,1,1024,1024,1008,1,1008
0.040923,1,2048,2048,1024,1,1024
0.021712,1,1024,1024,1008,1,1008
0.034568,1,2048,2048,1024,1,1024
0.018574,1,1024,1024,1008,1,1008
0.033783,1,2048,2048,1024,1,1024
0.026569,1,1024,1024,1008,1,1008
0.024197,1,2048,2048,1024,1,1024
0.016038,1,1024,1024,1008,1,1008
0.032529,1,2048,2048,1024,1,1024
0.019197,1,1024,1024,1008,1,1008
0.021691,1,2048,2048,1024,1,1024
0.024463,1,1024,1024,1008,1,1008
0.037027,1,2048,2048,1024,1,1024
0.030896,1,1024,1024,1008,1,1008
0.023933,1,2048,2048,1024,1,1024
0.01215,1,1024,1024,1008,1,1008
0.026637,1,2048,2048,1024,1,1024
0.012329,1,1024,1024,1008,1,1008
0.033012,1,2048,2048,1024,1,1024
0.018723,1,1024,1024,1008,1,1008
0.020309,1,2048,2048,1024,1,1024
0.015749,1,1024,1024,1008,1,1008
0.030964,1,2048,2048,1024,1,1024
0.017649,1,1024,1024,1008,1,1008
0.039219,1,2048,2048,1024,1,1024
0.023196,1,1024,1024,1008,1,1008
0.036994,1,2048,2048,1024,1,1024
0.018295,1,1024,1024,1008,1,1008
0.030737,1,2048,2048,1024,1,1024
0.022421,1,1024,1024,1008,1,1008
0.025941,1,2048,2048,1024,1,1024
0.016875,1,1024,1024,1008,1,1008
0.036943,1,2048,2048,1024,1,1024
0.02591,1,1024,1024,1008,1,1008
0.029962,1,2048,2048,1024,1,1024
0.02052,1,1024,1024,1008,1,1008
0.034072,1,2048,2048,1024,1,1024
0.022502,1,1024,1024,1008,1,1008
0.021632,1,2048,2048,1024,1,1024
0.013237,1,1024,1024,1008,1,1008
0.045285,1,2048,2048,1024,1,1024
0.022668,1,1024,1024,1008,1,1008
0.023433,1,2048,2048,1024,1,1024
0.010727,1,1024,1024,1008,1,1008
0.026397,1,2048,2048,1024,1,1024
0.014876,1,1024,1024,1008,1,1008
0.031116,1,2048,2048,1024,1,1024
0.019207,1,1024,1024,1008,1,1008
0.03327,1,2048,2048,1024,1,1024
0.027609,1,1024,1024,1008,1,1008
0.027356,1,2048,2048,1024,1,1024
0.018142,1,1024,1024,1008,1,1008
0.032141,1,2048,2048,1024,1,1024
0.021863,1,1024,1024,1008,1,1008
0.022728,1,2048,2048,1024,1,1024
0.021336,1,1024,1024,1008,1,1008
0.016582,1,2048,2048,1024,1,1024
0.01968,1,1024,1024,1008,1,1008
0.029579,1,2048,2048,1024,1,1024
0.029535,1,1024,1024,1008,1,1008
0.026845,1,2048,2048,1024,1,1024
0.012575,1,1024,1024,1008,1,1008
0.02078,1,2048,2048,1024,1,1024
0.020685,1,1024,1024,1008,1,1008
0.034797,1,2048,2048,1024,1,1024
0.025662,1,1024,1024,1008,1,1008
0.038425,1,2048,2048,1024,1,1024
0.023919,1,1024,1024,1008,1,1008
0.025072,1,2048,2048,1024,1,1024
0.015186,1,1024,1024,1008,1,1008
0.027005,1,2048,2048,1024,1,1024
0.018088,1,1024,1024,1008,1,1008
0.020491,1,2048,2048,1024,1,1024
0.014184,1,1024,1024,1008,1,1008
0.02427,1,2048,2048,1024,1,1024
0.020173,1,1024,1024,1008,1,1008
0.041644,1,2048,2048,1024,1,1024
0.01507,1,1024,1024,1008,1,1008
0.025416,1,2048,2048,1024,1,1024
0.020711,1,1024,1024,1008,1,1008
0.030789,1,2048,2048,1024,1,1024
0.013029,1,1024,1024,1008,1,1008
0.027325,1,2048,2048,1024,1,1024
0.014611,1,1024,1024,1008,1,1008
0.027798,1,2048,2048,1024,1,1024
0.023079,1,1024,1024,1008,1,1008
0.031395,1,2048,2048,1024,1,1024
0.027215,1,1024,1024,1008,1,1008
0.044442,1,2048,2048,1024,1,1024
0.015501,1,1024,1024,1008,1,1008
0.033541,1,2048,2048,1024,1,1024
0.01346,1,1024,1024,1008,1,1008
0.021237,1,2048,2048,1024,1,1024
0.013124,1,1024,1024,1008,1,1008
0.027408,1,2048,2048,1024,1,1024
0.021975,1,1024,1024,1008,1,1008
0.031844,1,2048,2048,1024,1,1024
0.013949,1,1024,1024,1008,1,1008
0.025085,1,2048,2048,1024,1,1024
0.020689,1,1024,1024,1008,1,1008
0.043959,1,2048,2048,1024,1,1024
0.014289,1,1024,1024,1008,1,1008
0.0245,1,2048,2048,1024,1,1024
0.012047,1,1024,1024,1008,1,1008
0.035725,1,2048,2048,1024,1,1024
0.019589,1,1024,1024,1008,1,1008
0.033874,1,2048,2048,1024,1,1024
0.017827,1,1024,1024,1008,1,1008
0.028101,1,2048,2048,1024,1,1024
0.016562,1,1024,1024,1008,1,1008
0.018839,1,2048,2048,1024,1,1024
0.019276,1,1024,1024,1008,1,1008
0.025911,1,2048,2048,1024,1,1024
0.013786,1,1024,1024,1008,1,1008
0.034015,1,2048,2048,1024,1,1024
0.03644,1,1024,1024,1008,1,1008
0.032015,1,2048,2048,1024,1,1024
0.019735,1,1024,1024,1008,1,1008
0.033901,1,2048,2048,1024,1,1024
0.015959,1,1024,1024,1008,1,1008
0.025947,1,2048,2048,1024,1,1024
0.019101,1,1024,1024,1008,1,1008
0.041153,1,2048,2048,1024,1,1024
0.017061,1,1024,1024,1008,1,1008
0.029075,1,2048,2048,1024,1,1024
0.016122,1,1024,1024,1008,1,1008
0.029686,1,2048,2048,1024,1,1024
0.01885,1,1024,1024,1008,1,1008
