Time  [ms],GPU Frequency [KHz],Time  [ms],GPU Load [%],Time  [ms],CPU Load [%],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%]
322221,310000,337328,24,337330,100,337331,1385248,159616.989247312,337351,83
322321,310000,337429,24,337430,97,337431,1385668,160036.989247312,337438,81
322422,310000,337530,24,337531,100,337532,1385972,160340.989247312,337542,83
322522,310000,337630,24,337631,100,337632,1386516,160884.989247312,337665,83
322623,310000,337731,24,337733,97,337734,1384720,159088.989247312,337742,81
322724,310000,337831,24,337833,100,337834,1384920,159288.989247312,337849,83
322824,310000,337932,24,337934,100,337936,1385520,159888.989247312,337947,83
322932,310000,338040,24,338042,100,338043,1385716,160084.989247312,338061,83
323034,310000,338142,24,338143,100,338144,1384580,158948.989247312,338151,83
323135,310000,338243,24,338245,97,338245,1384580,158948.989247312,338271,81
323236,310000,338344,24,338345,100,338346,1384928,159296.989247312,338367,83
323337,200000,338445,24,338446,100,338447,1386044,160412.989247312,338463,83
323437,200000,338545,24,338547,100,338548,1386588,160956.989247312,338565,83
323539,200000,338647,24,338648,92,338649,1384960,159328.989247312,338658,77
323639,200000,338747,24,338748,97,338749,1385940,160308.989247312,338753,81
323740,310000,338847,24,338850,92,338851,1385832,160200.989247312,338889,77
323840,310000,338948,24,338949,97,338950,1386500,160868.989247312,338956,81
323942,310000,339050,24,339052,100,339053,1385000,159368.989247312,339077,83
324047,310000,339155,28,339157,97,339158,1385724,160092.989247312,339168,82
324147,310000,339255,28,339256,100,339257,1385972,160340.989247312,339281,83
324258,310000,339366,28,339367,100,339368,1386840,161208.989247312,339374,83
324349,310000,339456,28,339460,100,339462,1384360,158728.989247312,339471,83
324449,310000,339557,28,339558,97,339559,1384508,158876.989247312,339578,81
324549,310000,339657,28,339659,100,339660,1384920,159288.989247312,339670,83
324650,310000,339758,28,339759,85,339760,1385540,159908.989247312,339771,71
324760,310000,339868,28,339869,100,339871,1386732,161100.989247312,339902,83
324860,310000,339967,28,339969,100,339969,1385836,160204.989247312,339975,83
324960,310000,340068,28,340069,92,340070,1386120,160488.989247312,340087,77
325065,310000,340174,28,340175,100,340176,1386276,160644.989247312,340183,83
325116,310000,340224,28,340226,100,340227,1386648,161016.989247312,340255,83
325216,310000,340324,24,340326,97,340327,1385544,159912.989247312,340351,81
325317,310000,340425,24,340426,100,340427,1385544,159912.989247312,340451,83
325418,310000,340526,24,340527,100,340528,1385820,160188.989247312,340552,83
325519,310000,340627,24,340628,100,340629,1385992,160360.989247312,340656,83
325620,310000,340728,24,340747,100,340748,1385284,159652.989247312,340768,83
325721,310000,340829,24,340830,100,340831,1385652,160020.989247312,340856,83
325821,310000,340929,24,340931,100,340932,1386196,160564.989247312,340953,83
325923,310000,341031,24,341032,100,341033,1386064,160432.989247312,341049,83
326024,310000,341131,24,341133,100,341134,1386880,161248.989247312,341151,83
326124,310000,341232,24,341233,97,341235,1385348,159716.989247312,341279,81
326224,310000,341335,24,341336,100,341339,1386384,160752.989247312,341363,83
326326,310000,341434,24,341435,100,341436,1386756,161124.989247312,341464,83
326427,310000,341535,24,341536,100,341540,1387376,161744.989247312,341567,83
326537,310000,341644,24,341646,97,341648,1385596,159964.989247312,341678,82
326637,310000,341745,26,341747,100,341750,1386232,160600.989247312,341770,83
326738,310000,341845,26,341847,100,341849,1386728,161096.989247312,341867,83
326838,310000,341945,26,341947,97,341948,1387064,161432.989247312,341965,81
326938,200000,342046,26,342047,100,342048,1387536,161904.989247312,342064,83
327039,310000,342147,26,342149,100,342150,1385656,160024.989247312,342167,83
327140,310000,342248,26,342249,100,342250,1386588,160956.989247312,342274,83
327243,310000,342359,26,342361,100,342363,1387180,161548.989247312,342401,83
327341,310000,342449,26,342452,100,342453,1387400,161768.989247312,342478,83
327443,310000,342551,26,342552,100,342553,1388144,162512.989247312,342576,83
327542,200000,342650,26,342652,100,342653,1386272,160640.989247312,342678,83
327643,200000,342751,26,342752,100,342754,1387024,161392.989247312,342762,83
327748,200000,342856,25,342857,100,342858,1387356,161724.989247312,342890,83
327849,310000,342957,25,342958,100,342959,1388224,162592.989247312,342966,83
327950,310000,343058,25,343059,100,343060,1388160,162528.989247312,343077,83
328057,310000,343165,25,343166,100,343167,1385836,160204.989247312,343194,83
328160,310000,343267,0,343269,100,343270,1385664,160032.989247312,343287,83
328266,310000,343374,0,343379,100,343380,1386024,160392.989247312,343388,83
328363,310000,343470,0,343472,97,343473,1386244,160612.989247312,343502,81
328461,310000,343569,0,343571,100,343571,1386764,161132.989247312,343597,83
328562,310000,343670,0,343671,100,343672,1385760,160128.989247312,343709,83
328664,310000,343772,0,343774,97,343775,1385788,160156.989247312,343805,81
328767,310000,343875,0,343878,97,343882,1386532,160900.989247312,343910,81
328867,310000,343975,0,343976,100,343977,1386756,161124.989247312,344003,83
328968,310000,344075,0,344077,100,344078,1387000,161368.989247312,344108,83
329068,310000,344176,0,344177,100,344178,1384696,159064.989247312,344199,83
329169,310000,344277,0,344278,100,344279,1385528,159896.989247312,344291,83
329269,310000,344377,0,344378,100,344379,1386024,160392.989247312,344397,83
329370,310000,344478,28,344479,100,344480,1386520,160888.989247312,344501,83
329470,310000,344578,28,344580,100,344581,1386908,161276.989247312,344601,83
329571,310000,344679,28,344680,100,344681,1385092,159460.989247312,344715,83
329672,310000,344780,28,344781,100,344782,1385608,159976.989247312,344799,83
329773,310000,344880,28,344882,97,344885,1386468,160836.989247312,344906,81
329873,310000,344981,28,344982,100,344983,1386980,161348.989247312,344997,83
329975,310000,345083,28,345085,100,345086,1387172,161540.989247312,345108,83
330076,310000,345184,28,345185,88,345186,1385872,160240.989247312,345193,73
330176,310000,345284,28,345285,100,345286,1386440,160808.989247312,345292,83
330277,310000,345385,28,345386,97,345387,1386960,161328.989247312,345407,81
330378,310000,345485,28,345486,90,345487,1385744,160112.989247312,345493,75
330477,310000,345585,28,345586,100,345587,1384836,159204.989247312,345605,83
330578,310000,345686,24,345687,97,345688,1385056,159424.989247312,345706,81
330679,310000,345786,24,345787,100,345788,1385540,159908.989247312,345805,83
330781,310000,345889,24,345890,100,345891,1386060,160428.989247312,345908,83
330882,310000,345990,24,345991,100,345992,1386176,160544.989247312,346012,83
330983,310000,346091,0,346092,97,346093,1384568,158936.989247312,346111,81
331083,310000,346191,0,346193,100,346193,1384744,159112.989247312,346216,83
331184,310000,346292,0,346293,100,346295,1385364,159732.989247312,346309,83
331286,310000,346394,0,346395,81,346398,1386056,160424.989247312,346411,66
331385,310000,346493,0,346494,77,346495,1384816,159184.989247312,346505,64
331486,310000,346594,0,346596,79,346598,1385436,159804.989247312,346612,65
331587,310000,346695,0,346696,76,346701,1385384,159752.989247312,346706,66
331688,200000,346796,0,346799,100,346800,1386392,160760.989247312,346815,83
331741,200000,346849,0,346851,100,346852,1386764,161132.989247312,346888,83
331842,200000,346950,0,346951,100,346952,1385360,159728.989247312,346985,83
331948,310000,347055,30,347056,100,347057,1385176,159544.989247312,347062,83
332048,310000,347156,0,347157,100,347158,1385116,159484.989247312,347162,83
332149,310000,347256,0,347258,97,347258,1385144,159512.989247312,347263,81
332249,310000,347357,0,347358,100,347359,1385456,159824.989247312,347364,83
332350,310000,347457,0,347458,100,347459,1384876,159244.989247312,347464,83
332450,310000,347558,0,347559,95,347560,1385472,159840.989247312,347569,80
332553,310000,347661,0,347663,97,347665,1386888,161256.989247312,347675,81
332654,200000,347762,0,347764,97,347766,1387624,161992.989247312,347777,80
332754,310000,347862,0,347863,90,347864,1387872,162240.989247312,347888,78
332858,310000,347965,0,347967,100,347968,1386428,160796.989247312,347995,83
332958,310000,348066,0,348067,100,348068,1386924,161292.989247312,348088,83
333058,310000,348166,0,348167,100,348168,1387324,161692.989247312,348186,83
333159,310000,348267,0,348268,100,348269,1387568,161936.989247312,348286,83
333259,310000,348367,0,348369,100,348370,1386248,160616.989247312,348388,83
333360,310000,348468,27,348469,100,348470,1386356,160724.989247312,348492,83
333460,310000,348568,27,348569,100,348570,1387404,161772.989247312,348583,83
333561,310000,348669,27,348670,100,348671,1387652,162020.989247312,348679,83
333662,310000,348770,27,348772,95,348774,1388024,162392.989247312,348795,80
333763,310000,348871,27,348872,100,348873,1385340,159708.989247312,348896,83
333864,310000,348972,27,348973,100,348974,1385936,160304.989247312,348988,83
333964,310000,349072,27,349073,100,349074,1386124,160492.989247312,349098,83
334065,310000,349173,27,349174,100,349175,1386548,160916.989247312,349187,83
334165,310000,349273,27,349275,95,349276,1387292,161660.989247312,349287,80
334266,310000,349375,27,349376,100,349377,1385808,160176.989247312,349387,83
334367,310000,349475,27,349476,100,349477,1386452,160820.989247312,349489,83
334467,310000,349575,27,349576,100,349577,1387716,162084.989247312,349584,83
334568,310000,349676,27,349678,100,349679,1387960,162328.989247312,349694,83
334672,310000,349780,27,349782,100,349783,1388604,162972.989247312,349821,83
334772,310000,349880,27,349882,100,349885,1386424,160792.989247312,349899,83
334873,310000,349980,27,349981,97,349983,1386548,160916.989247312,349991,81
334973,310000,350081,27,350082,100,350084,1387164,161532.989247312,350119,83
335073,310000,350181,27,350182,100,350184,1387784,162152.989247312,350237,83
335178,310000,350296,27,350297,100,350298,1386564,160932.989247312,350314,83
335330,310000,350438,27,350439,100,350440,1387304,161672.989247312,350457,83
335430,310000,350538,27,350539,100,350540,1387724,162092.989247312,350556,83
335531,310000,350638,27,350640,100,350658,1388244,162612.989247312,350685,83
335631,310000,350739,27,350741,100,350743,1388640,163008.989247312,350778,83
335731,310000,350839,27,350843,100,350844,1386112,160480.989247312,350863,83
335835,310000,350943,27,350944,100,350945,1386656,161024.989247312,350974,83
335934,310000,351042,27,351045,97,351046,1386808,161176.989247312,351072,81
336033,310000,351141,27,351142,100,351143,1387400,161768.989247312,351149,83
336134,200000,351242,27,351243,97,351245,1388140,162508.989247312,351270,81
336235,310000,351342,27,351344,100,351345,1386880,161248.989247312,351385,83
336290,310000,351398,27,351399,100,351400,1387376,161744.989247312,351430,83
336394,310000,351501,23,351503,97,351503,1388144,162512.989247312,351513,81
336498,310000,351606,23,351608,100,351609,1389012,163380.989247312,351635,83
336599,310000,351707,23,351708,100,351709,1386868,161236.989247312,351726,83
336699,310000,351807,23,351809,100,351810,1386892,161260.989247312,351823,83
336800,310000,351908,23,351909,97,351910,1387636,162004.989247312,351932,81
336909,310000,352017,23,352018,100,352019,1387832,162200.989247312,352025,83
337009,310000,352123,23,352126,100,352127,1387884,162252.989247312,352148,83
337110,310000,352218,23,352219,100,352220,1387088,161456.989247312,352251,83
337215,310000,352322,23,352329,100,352334,1387696,162064.989247312,352359,83
337315,310000,352423,23,352424,100,352425,1387692,162060.989247312,352448,83
337416,310000,352523,23,352525,97,352526,1388312,162680.989247312,352536,81
337516,310000,352624,23,352626,100,352627,1388560,162928.989247312,352651,83
337617,310000,352725,23,352726,100,352727,1389552,163920.989247312,352734,83
337717,310000,352825,23,352826,100,352827,1386740,161108.989247312,352850,83
337818,310000,352925,0,352927,100,352927,1386860,161228.989247312,352945,83
337919,310000,353026,0,353028,100,353029,1387676,162044.989247312,353044,83
338019,310000,353127,0,353128,100,353129,1387716,162084.989247312,353148,83
338120,310000,353227,29,353229,95,353229,1388384,162752.989247312,353236,79
338220,310000,353329,29,353331,82,353332,1388796,163164.989247312,353356,70
338325,200000,353433,29,353441,100,353442,1387324,161692.989247312,353461,83
338428,200000,353536,29,353538,95,353538,1387772,162140.989247312,353549,79
338532,200000,353639,29,353641,100,353642,1388420,162788.989247312,353666,83
338633,310000,353741,29,353743,100,353745,1388916,163284.989247312,353751,83
338742,310000,353853,29,353855,97,353856,1387264,161632.989247312,353887,82
338846,310000,353953,29,353955,100,353956,1387384,161752.989247312,353962,83
338946,310000,354054,29,354055,100,354056,1387912,162280.989247312,354062,83
339046,310000,354154,29,354155,100,354156,1388556,162924.989247312,354162,83
339147,310000,354255,29,354256,100,354257,1388928,163296.989247312,354265,83
339248,310000,354355,0,354357,100,354358,1387776,162144.989247312,354364,83
339348,310000,354457,0,354458,100,354459,1388132,162500.989247312,354468,83
339450,310000,354558,29,354559,100,354560,1388280,162648.989247312,354567,83
339551,310000,354659,29,354660,100,354661,1388808,163176.989247312,354695,83
339652,310000,354760,29,354762,100,354763,1389776,164144.989247312,354800,83
339755,310000,354863,29,354864,97,354865,1387620,161988.989247312,354872,81
339856,310000,354963,29,354965,100,354966,1388016,162384.989247312,354985,83
339956,310000,355064,29,355065,100,355077,1388344,162712.989247312,355110,83
340057,310000,355165,29,355166,97,355171,1388816,163184.989247312,355203,81
340157,310000,355265,0,355272,95,355273,1389188,163556.989247312,355321,80
340258,310000,355366,0,355367,100,355369,1386860,161228.989247312,355405,83
340358,310000,355466,0,355467,85,355468,1387380,161748.989247312,355495,71
340459,310000,355567,0,355569,91,355570,1388324,162692.989247312,355591,76
340559,310000,355667,0,355668,95,355669,1388992,163360.989247312,355709,79
340663,310000,355771,23,355772,100,355773,1386864,161232.989247312,355793,83
340764,310000,355872,23,355873,100,355874,1387236,161604.989247312,355899,83
340817,310000,355925,23,355927,100,355928,1387684,162052.989247312,355948,83
340917,310000,356025,23,356026,100,356027,1388248,162616.989247312,356035,83
341017,310000,356125,23,356126,100,356127,1388920,163288.989247312,356146,83
341118,310000,356226,23,356227,100,356228,1388312,162680.989247312,356239,83
341218,310000,356326,23,356328,100,356329,1388880,163248.989247312,356345,83
341319,310000,356427,23,356428,97,356429,1389772,164140.989247312,356437,81
341422,310000,356530,23,356531,86,356532,1389772,164140.989247312,356546,72
341523,310000,356630,23,356631,100,356632,1387544,161912.989247312,356644,83
341623,310000,356731,23,356732,100,356733,1388040,162408.989247312,356739,83
341723,310000,356831,23,356833,95,356837,1388484,162852.989247312,356845,80
341824,310000,356932,23,356933,100,356939,1389100,163468.989247312,356948,83
341927,310000,357035,25,357041,100,357043,1389844,164212.989247312,357049,83
342028,310000,357136,25,357137,100,357139,1387644,162012.989247312,357156,83
342128,310000,357236,25,357238,100,357240,1388300,162668.989247312,357248,83
342231,310000,357339,25,357341,100,357342,1388796,163164.989247312,357348,83
342332,310000,357441,25,357442,97,357443,1389316,163684.989247312,357461,82
342434,310000,357542,25,357547,100,357552,1389656,164024.989247312,357579,83
342536,310000,357644,25,357645,97,357646,1388292,162660.989247312,357672,81
342636,310000,357744,25,357746,100,357746,1388536,162904.989247312,357753,83
342737,310000,357845,25,357846,100,357847,1389280,163648.989247312,357855,83
342837,310000,357945,25,357946,100,357948,1389776,164144.989247312,357957,83
342938,310000,358045,25,358052,100,358054,1388016,162384.989247312,358071,83
343038,310000,358146,25,358147,100,358148,1388156,162524.989247312,358164,83
343156,310000,358264,25,358270,100,358274,1388872,163240.989247312,358281,83
343240,310000,358348,25,358349,100,358351,1389068,163436.989247312,358362,83
343341,310000,358449,27,358453,100,358454,1389440,163808.989247312,358484,83
343442,310000,358550,27,358551,100,358552,1387964,162332.989247312,358560,83
343542,310000,358650,27,358655,100,358660,1389080,163448.989247312,358670,83
343643,310000,358755,27,358757,97,358759,1389948,164316.989247312,358770,81
343743,310000,358856,27,358858,100,358859,1390320,164688.989247312,358923,83
343844,310000,358951,27,358953,100,358960,1387912,162280.989247312,358976,83
343948,310000,359056,27,359057,100,359058,1388148,162516.989247312,359073,83
344048,310000,359156,27,359158,97,359159,1388868,163236.989247312,359166,81
344149,310000,359257,27,359259,100,359260,1389188,163556.989247312,359271,83
344250,310000,359366,27,359373,100,359376,1389832,164200.989247312,359383,83
344351,310000,359459,27,359460,100,359461,1388108,162476.989247312,359477,83
344451,310000,359559,27,359560,100,359561,1388476,162844.989247312,359570,83
344552,310000,359661,27,359662,100,359663,1388600,162968.989247312,359683,83
344658,310000,359765,27,359777,100,359785,1389776,164144.989247312,359813,83
344753,310000,359860,26,359862,100,359863,1390096,164464.989247312,359887,83
344853,310000,359961,26,359962,100,359963,1388572,162940.989247312,359979,83
344953,310000,360061,26,360063,100,360064,1388828,163196.989247312,360088,83
345054,310000,360162,26,360163,97,360164,1389104,163472.989247312,360171,81
345155,310000,360262,0,360264,100,360265,1389352,163720.989247312,360291,83
345255,310000,360363,0,360364,100,360365,1389724,164092.989247312,360380,83
345356,310000,360464,0,360465,97,360466,1388172,162540.989247312,360475,81
345456,310000,360564,0,360565,100,360566,1388296,162664.989247312,360576,83
345557,310000,360665,0,360666,100,360667,1388356,162724.989247312,360682,83
345657,310000,360765,0,360767,100,360768,1388600,162968.989247312,360793,83
345758,310000,360866,0,360868,97,360869,1389028,163396.989247312,360890,81
345859,310000,360967,0,360968,100,360973,1389624,163992.989247312,360996,83
345959,310000,361067,0,361068,100,361069,1388676,163044.989247312,361102,83
346060,310000,361167,0,361169,100,361170,1388972,163340.989247312,361187,83
346160,310000,361268,0,361269,100,361270,1388920,163288.989247312,361307,83
346264,310000,361372,0,361373,97,361374,1389636,164004.989247312,361397,81
346366,310000,361474,0,361480,95,361481,1388528,162896.989247312,361496,79
346466,310000,361574,28,361575,90,361580,1389044,163412.989247312,361606,75
346566,310000,361674,28,361675,100,361676,1389564,163932.989247312,361697,83
346669,310000,361776,28,361778,97,361788,1390356,164724.989247312,361794,81
346770,310000,361878,28,361880,97,361881,1389552,163920.989247312,361916,81
346871,310000,361979,28,361980,100,361981,1387888,162256.989247312,361998,83
346971,310000,362080,28,362083,97,362089,1388348,162716.989247312,362099,81
347072,310000,362180,28,362182,97,362184,1388468,162836.989247312,362198,81
347172,310000,362280,0,362285,100,362287,1389584,163952.989247312,362310,83
347273,310000,362381,0,362382,100,362383,1387504,161872.989247312,362398,83
347373,310000,362481,0,362482,90,362483,1388124,162492.989247312,362497,76
347474,310000,362582,0,362583,100,362584,1388248,162616.989247312,362631,83
347574,310000,362682,0,362689,97,362690,1388844,163212.989247312,362697,81
347675,310000,362783,0,362785,87,362786,1389536,163904.989247312,362793,72
347775,310000,362883,28,362885,79,362887,1387604,161972.989247312,362901,65
347882,200000,362991,28,362994,85,362996,1388348,162716.989247312,363005,73
347979,200000,363087,28,363088,63,363089,1388400,162768.989247312,363096,49
348079,200000,363187,28,363188,95,363189,1389960,164328.989247312,363204,79
348188,310000,363296,28,363297,97,363298,1388080,162448.989247312,363303,82
348289,310000,363396,28,363397,100,363398,1388452,162820.989247312,363403,83
348389,310000,363497,0,363498,100,363498,1388500,162868.989247312,363503,83
348490,310000,363597,0,363598,100,363599,1388916,163284.989247312,363615,83
348592,310000,363700,0,363701,100,363701,1389784,164152.989247312,363706,83
348692,310000,363800,0,363801,100,363802,1390180,164548.989247312,363830,83
348793,310000,363900,0,363902,100,363902,1388376,162744.989247312,363907,83
348894,310000,364002,0,364003,100,364003,1388516,162884.989247312,364008,83
348995,310000,364103,0,364105,95,364106,1390748,165116.989247312,364112,80
349097,310000,364205,0,364207,100,364208,1391168,165536.989247312,364214,83
349198,310000,364317,38,364322,100,364324,1388920,163288.989247312,364349,83
349298,310000,364406,38,364407,100,364408,1389388,163756.989247312,364414,83
349404,310000,364512,38,364513,100,364514,1389448,163816.989247312,364521,83
349504,310000,364611,38,364613,97,364614,1390140,164508.989247312,364619,81
349604,310000,364712,38,364713,100,364714,1391020,165388.989247312,364720,83
349710,310000,364818,38,364819,100,364820,1389672,164040.989247312,364826,83
349811,310000,364918,38,364920,97,364921,1390388,164756.989247312,364927,81
349860,310000,364968,38,364970,100,364971,1391132,165500.989247312,364991,83
349968,310000,365076,38,365077,100,365078,1391212,165580.989247312,365091,83
350069,310000,365176,38,365178,100,365179,1391412,165780.989247312,365196,83
350169,310000,365289,38,365291,100,365292,1389304,163672.989247312,365311,83
350270,310000,365377,38,365379,100,365380,1389724,164092.989247312,365415,83
350370,310000,365478,38,365479,97,365480,1389724,164092.989247312,365503,81
350471,310000,365580,38,365581,100,365582,1389848,164216.989247312,365592,83
350573,310000,365681,24,365682,100,365695,1390592,164960.989247312,365717,83
350723,310000,365831,24,365833,100,365841,1389964,164332.989247312,365849,83
350824,310000,365931,24,365933,100,365934,1390628,164996.989247312,365941,83
350874,310000,365982,24,365983,100,365984,1390576,164944.989247312,365993,83
350977,310000,366085,24,366087,97,366088,1390960,165328.989247312,366113,81
351078,310000,366186,24,366187,100,366188,1389692,164060.989247312,366198,83
351182,310000,366291,24,366293,100,366295,1389692,164060.989247312,366312,83
351281,400000,366389,24,366391,100,366392,1389816,164184.989247312,366399,83
351380,400000,366489,24,366492,100,366493,1390532,164900.989247312,366500,83
351483,310000,366591,24,366592,100,366593,1390932,165300.989247312,366626,83
351584,310000,366691,24,366693,100,366693,1388980,163348.989247312,366699,83
351684,310000,366792,0,366793,100,366794,1388892,163260.989247312,366800,83
351785,310000,366892,0,366894,97,366895,1389264,163632.989247312,366900,81
351885,310000,366993,0,366994,100,366995,1389388,163756.989247312,367000,83
351985,310000,367093,0,367094,100,367101,1389680,164048.989247312,367113,83
352088,310000,367196,0,367203,100,367204,1390200,164568.989247312,367229,83
352191,310000,367299,0,367300,100,367307,1389664,164032.989247312,367343,83
352292,310000,367399,0,367402,97,367403,1390308,164676.989247312,367421,81
352394,310000,367502,27,367503,100,367505,1390508,164876.989247312,367521,83
352496,310000,367604,27,367605,100,367609,1390880,165248.989247312,367618,83
352598,310000,367706,27,367708,97,367716,1391664,166032.989247312,367724,81
352699,310000,367807,27,367810,100,367813,1390160,164528.989247312,367822,83
352799,310000,367907,27,367908,100,367909,1390256,164624.989247312,367935,83
352900,310000,368008,27,368009,100,368010,1390180,164548.989247312,368039,83
353002,310000,368109,27,368116,100,368117,1391244,165612.989247312,368148,83
353103,310000,368211,27,368221,100,368222,1391788,166156.989247312,368231,83
353207,310000,368315,27,368317,97,368318,1389768,164136.989247312,368329,81
353318,310000,368426,27,368428,100,368430,1389988,164356.989247312,368444,83
353408,310000,368516,27,368523,100,368524,1390728,165096.989247312,368531,83
353510,310000,368618,27,368620,100,368621,1390912,165280.989247312,368660,83
353611,310000,368719,27,368721,97,368725,1391160,165528.989247312,368760,82
353711,310000,368819,0,368822,100,368825,1389904,164272.989247312,368848,83
353813,310000,368921,24,368925,97,368934,1390648,165016.989247312,368942,81
353914,310000,369022,24,369023,100,369027,1390896,165264.989247312,369057,83
354015,310000,369123,24,369126,100,369127,1391492,165860.989247312,369155,83
354115,310000,369223,24,369224,100,369225,1389292,163660.989247312,369231,83
354215,310000,369323,0,369325,97,369326,1389412,163780.989247312,369331,81
354318,310000,369426,0,369427,100,369428,1389532,163900.989247312,369453,83
354419,310000,369527,0,369528,100,369529,1390696,165064.989247312,369546,83
354520,310000,369627,0,369629,97,369630,1391156,165524.989247312,369646,81
354620,310000,369728,0,369730,97,369731,1384420,158788.989247312,369739,81
354721,200000,369828,0,369830,92,369830,1381720,156088.989247312,369842,77
354821,200000,369930,0,369931,100,369932,1382672,157040.989247312,369939,83
354922,200000,370030,0,370031,100,370032,1383064,157432.989247312,370047,83
355023,200000,370130,0,370132,100,370133,1383580,157948.989247312,370171,83
355124,200000,370232,31,370233,97,370234,1382496,156864.989247312,370241,81
355224,200000,370332,31,370334,100,370335,1382492,156860.989247312,370341,83
355325,310000,370439,31,370441,100,370442,1383076,157444.989247312,370452,83
355425,310000,370533,31,370535,100,370536,1383944,158312.989247312,370549,83
355526,310000,370633,31,370637,100,370638,1384364,158732.989247312,370644,83
355635,310000,370743,0,370744,100,370745,1383012,157380.989247312,370757,83
355736,310000,370844,0,370845,100,370846,1383012,157380.989247312,370853,83
355838,310000,370945,0,370947,97,370948,1383644,158012.989247312,370958,81
355938,310000,371046,0,371048,97,371048,1384316,158684.989247312,371065,81
356039,310000,371147,0,371148,100,371149,1384392,158760.989247312,371167,83
356140,310000,371252,0,371253,100,371254,1382488,156856.989247312,371260,83
356242,310000,371350,0,371352,100,371353,1382488,156856.989247312,371376,83
356343,310000,371451,0,371453,100,371454,1382552,156920.989247312,371460,83
356443,310000,371551,0,371553,100,371554,1382796,157164.989247312,371560,83
356544,310000,371652,28,371653,100,371654,1383640,158008.989247312,371661,83
356649,310000,371757,28,371759,100,371760,1381660,156028.989247312,371771,83
356748,310000,371856,28,371857,94,371858,1382660,157028.989247312,371863,79
356849,310000,371957,28,371958,92,371959,1383720,158088.989247312,371964,77
356950,310000,372058,28,372059,100,372060,1384408,158776.989247312,372071,83
357051,310000,372161,28,372177,94,372178,1382272,156640.989247312,372183,78
357151,310000,372259,28,372260,100,372261,1382296,156664.989247312,372272,83
357252,310000,372359,28,372361,100,372362,1382800,157168.989247312,372382,83
357352,310000,372460,28,372461,100,372462,1383144,157512.989247312,372483,83
357452,310000,372560,28,372561,100,372562,1383488,157856.989247312,372568,83
357556,310000,372663,28,372666,100,372673,1382372,156740.989247312,372685,83
357656,310000,372764,28,372765,95,372766,1382948,157316.989247312,372789,79
357756,310000,372864,26,372865,90,372866,1383196,157564.989247312,372881,75
357857,310000,372965,26,372966,95,372967,1384064,158432.989247312,373000,80
357957,310000,373065,26,373066,100,373067,1381636,156004.989247312,373074,83
358058,310000,373166,26,373175,97,373177,1383088,157456.989247312,373193,82
358159,310000,373266,26,373268,100,373269,1383832,158200.989247312,373282,83
358259,310000,373367,26,373369,97,373370,1384672,159040.989247312,373387,81
358360,310000,373474,26,373480,100,373481,1382568,156936.989247312,373522,83
358460,310000,373568,26,373580,100,373581,1382716,157084.989247312,373589,83
358571,200000,373679,26,373681,100,373681,1383324,157692.989247312,373692,83
358674,200000,373782,26,373783,100,373784,1384068,158436.989247312,373813,83
358773,200000,373880,26,373882,100,373883,1385004,159372.989247312,373899,83
358873,310000,373981,26,373982,100,373983,1383352,157720.989247312,373992,83
358978,310000,374085,29,374087,97,374088,1383668,158036.989247312,374110,82
359082,310000,374190,29,374192,100,374193,1384276,158644.989247312,374214,83
359188,310000,374296,29,374297,100,374298,1384720,159088.989247312,374314,83
359289,310000,374396,29,374408,100,374409,1383316,157684.989247312,374424,83
359395,310000,374502,29,374504,97,374506,1383732,158100.989247312,374519,81
359445,310000,374553,29,374554,100,374555,1383856,158224.989247312,374570,83
359545,310000,374653,0,374655,97,374656,1384352,158720.989247312,374686,81
359648,310000,374756,0,374758,95,374759,1384920,159288.989247312,374787,80
359749,310000,374857,0,374858,100,374859,1382744,157112.989247312,374869,83
359850,310000,374958,0,374959,100,374960,1382868,157236.989247312,374975,83
359951,310000,375058,0,375060,100,375061,1383120,157488.989247312,375079,83
360052,310000,375159,0,375161,100,375162,1383532,157900.989247312,375190,83
360153,310000,375261,0,375262,97,375274,1384300,158668.989247312,375292,82
360254,310000,375362,22,375363,100,375365,1382848,157216.989247312,375371,83
360355,310000,375463,22,375468,100,375469,1383064,157432.989247312,375482,83
360456,310000,375564,22,375566,100,375567,1383700,158068.989247312,375584,83
360557,310000,375665,22,375666,97,375667,1384516,158884.989247312,375694,81
360658,310000,375770,22,375771,97,375773,1382512,156880.989247312,375795,81
360758,310000,375866,22,375868,100,375869,1383360,157728.989247312,375888,83
360859,310000,375966,22,375968,97,375969,1383856,158224.989247312,375995,81
360960,310000,376068,22,376069,100,376070,1384076,158444.989247312,376096,83
361069,310000,376180,22,376181,100,376182,1382672,157040.989247312,376196,83
361172,310000,376280,22,376281,100,376282,1382136,156504.989247312,376305,83
361272,310000,376380,22,376381,100,376382,1382612,156980.989247312,376400,83
361373,310000,376481,22,376482,97,376483,1383356,157724.989247312,376520,81
361474,200000,376581,22,376583,100,376584,1384072,158440.989247312,376592,83
361574,310000,376682,25,376683,100,376684,1382340,156708.989247312,376709,83
361675,310000,376783,25,376786,100,376787,1382436,156804.989247312,376809,83
361776,310000,376884,25,376885,100,376887,1383300,157668.989247312,376901,83
361876,310000,376990,25,377000,95,377002,1384416,158784.989247312,377011,80
361983,310000,377091,25,377107,97,377109,1383320,157688.989247312,377116,81
362088,310000,377196,25,377203,100,377204,1383816,158184.989247312,377215,83
