execute_time,in_depth,input_rows,input_cols,filter_rows,filter_cols,stride_rows,stride_cols,pad_rows,pad_cols,out_depth,out_rows,out_cols,
0.064312,508,4,4,1,1,1,1,0,0,128,4,4,
2.82222,3,224,224,7,7,2,2,2,2,64,112,112,
0.236888,64,56,56,1,1,1,1,0,0,64,56,56,
15.3306,64,56,56,3,3,1,1,1,1,192,56,56,
0.043147,192,28,28,1,1,1,1,0,0,16,28,28,
0.171096,16,28,28,5,5,1,1,2,2,32,28,28,
0.289648,192,28,28,1,1,1,1,0,0,96,28,28,
5.42614,96,28,28,3,3,1,1,1,1,128,28,28,
0.182854,192,28,28,1,1,1,1,0,0,64,28,28,
0.081795,192,28,28,1,1,1,1,0,0,32,28,28,
0.254716,256,28,28,1,1,1,1,0,0,64,28,28,
0.123158,256,28,28,1,1,1,1,0,0,32,28,28,
2.03365,32,28,28,5,5,1,1,2,2,96,28,28,
0.748107,256,28,28,1,1,1,1,0,0,128,28,28,
13.4652,128,28,28,3,3,1,1,1,1,192,28,28,
0.747554,256,28,28,1,1,1,1,0,0,128,28,28,
0.129386,480,14,14,1,1,1,1,0,0,64,14,14,
0.023512,480,14,14,1,1,1,1,0,0,16,14,14,
0.068401,16,14,14,5,5,1,1,2,2,48,14,14,
0.274654,480,14,14,1,1,1,1,0,0,96,14,14,
1.08067,96,14,14,3,3,1,1,1,1,204,14,14,
0.808112,480,14,14,1,1,1,1,0,0,192,14,14,
0.056066,508,4,4,1,1,1,1,0,0,128,4,4,
2.82842,3,224,224,7,7,2,2,2,2,64,112,112,
0.235711,64,56,56,1,1,1,1,0,0,64,56,56,
14.8945,64,56,56,3,3,1,1,1,1,192,56,56,
0.039563,192,28,28,1,1,1,1,0,0,16,28,28,
0.178399,16,28,28,5,5,1,1,2,2,32,28,28,
0.250574,192,28,28,1,1,1,1,0,0,96,28,28,
5.37858,96,28,28,3,3,1,1,1,1,128,28,28,
0.18947,192,28,28,1,1,1,1,0,0,64,28,28,
0.089343,192,28,28,1,1,1,1,0,0,32,28,28,
0.238649,256,28,28,1,1,1,1,0,0,64,28,28,
0.111837,256,28,28,1,1,1,1,0,0,32,28,28,
2.02253,32,28,28,5,5,1,1,2,2,96,28,28,
0.778043,256,28,28,1,1,1,1,0,0,128,28,28,
13.6732,128,28,28,3,3,1,1,1,1,192,28,28,
1.01235,256,28,28,1,1,1,1,0,0,128,28,28,
0.150232,480,14,14,1,1,1,1,0,0,64,14,14,
0.033769,480,14,14,1,1,1,1,0,0,16,14,14,
0.072768,16,14,14,5,5,1,1,2,2,48,14,14,
0.330948,480,14,14,1,1,1,1,0,0,96,14,14,
1.32136,96,14,14,3,3,1,1,1,1,204,14,14,
0.911612,480,14,14,1,1,1,1,0,0,192,14,14,
0.05527,508,4,4,1,1,1,1,0,0,128,4,4,
3.49934,3,224,224,7,7,2,2,2,2,64,112,112,
0.287491,64,56,56,1,1,1,1,0,0,64,56,56,
17.8293,64,56,56,3,3,1,1,1,1,192,56,56,
0.045293,192,28,28,1,1,1,1,0,0,16,28,28,
0.22601,16,28,28,5,5,1,1,2,2,32,28,28,
0.3199,192,28,28,1,1,1,1,0,0,96,28,28,
5.80049,96,28,28,3,3,1,1,1,1,128,28,28,
0.221595,192,28,28,1,1,1,1,0,0,64,28,28,
0.107541,192,28,28,1,1,1,1,0,0,32,28,28,
0.30606,256,28,28,1,1,1,1,0,0,64,28,28,
0.138438,256,28,28,1,1,1,1,0,0,32,28,28,
