Time  [ms],GPU Frequency [KHz],Time  [ms],GPU Load [%],Time  [ms],CPU Load [%],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%],
168701,310000,168701,27,168703,100,168704,1373920,179587.148514851,168710,83,
168801,310000,168802,27,168803,97,168804,1374540,180207.148514851,168810,81,
168902,310000,168903,27,168904,97,168905,1374788,180455.148514851,168923,81,
169003,310000,169004,27,169005,100,169008,1373112,178779.148514851,169031,83,
169103,310000,169104,27,169106,100,169107,1373484,179151.148514851,169113,83,
169204,310000,169205,27,169206,100,169207,1373980,179647.148514851,169228,83,
169304,310000,169305,27,169307,100,169308,1374724,180391.148514851,169327,83,
169405,310000,169406,27,169407,100,169413,1372808,178475.148514851,169424,83,
169526,310000,169527,0,169528,97,169530,1373180,178847.148514851,169549,82,
169630,310000,169631,0,169633,100,169634,1373940,179607.148514851,169643,83,
169731,310000,169732,0,169733,100,169734,1374424,180091.148514851,169741,83,
169831,310000,169832,0,169834,100,169835,1374424,180091.148514851,169849,83,
169936,310000,169938,0,169942,97,169948,1374220,179887.148514851,169955,81,
170037,310000,170038,0,170039,100,170044,1374592,180259.148514851,170051,83,
170138,310000,170139,0,170140,100,170141,1374592,180259.148514851,170152,83,
170239,310000,170239,0,170241,97,170251,1375140,180807.148514851,170259,81,
170339,310000,170340,25,170341,97,170343,1375884,181551.148514851,170361,81,
170441,310000,170441,25,170443,97,170444,1374516,180183.148514851,170452,81,
170541,310000,170542,25,170543,100,170544,1375012,180679.148514851,170575,83,
170642,310000,170643,25,170644,97,170645,1375176,180843.148514851,170657,81,
170746,310000,170746,25,170748,100,170749,1375176,180843.148514851,170758,83,
170846,310000,170847,0,170848,100,170849,1375176,180843.148514851,170882,83,
170956,310000,170956,0,170958,100,170959,1374132,179799.148514851,170983,83,
171010,310000,171011,0,171013,100,171014,1374256,179923.148514851,171021,83,
171110,310000,171111,0,171113,100,171115,1374680,180347.148514851,171122,83,
171211,310000,171212,0,171214,100,171215,1375176,180843.148514851,171222,83,
171311,310000,171312,0,171314,100,171316,1375920,181587.148514851,171349,83,
171412,310000,171412,0,171414,97,171416,1374156,179823.148514851,171424,81,
171512,310000,171513,0,171514,100,171515,1374776,180443.148514851,171549,83,
171615,310000,171616,0,171618,100,171619,1374800,180467.148514851,171636,83,
171716,310000,171717,0,171718,100,171719,1374800,180467.148514851,171737,83,
171816,310000,171817,0,171819,100,171819,1374924,180591.148514851,171839,83,
171929,310000,171930,0,171932,100,171933,1375916,181583.148514851,171958,83,
172018,310000,172018,0,172020,100,172021,1374348,180015.148514851,172037,83,
172118,310000,172119,0,172120,100,172121,1374472,180139.148514851,172157,83,
172219,310000,172220,27,172221,100,172222,1375172,180839.148514851,172237,83,
172320,310000,172321,27,172322,100,172323,1375544,181211.148514851,172361,83,
172420,310000,172421,27,172422,100,172423,1374028,179695.148514851,172440,83,
172522,310000,172524,27,172526,100,172527,1374524,180191.148514851,172557,83,
172623,310000,172624,27,172626,88,172627,1375172,180839.148514851,172634,75,
172723,200000,172724,27,172725,97,172726,1375916,181583.148514851,172733,81,
172823,310000,172824,27,172825,100,172826,1376660,182327.148514851,172839,83,
172924,310000,172926,27,172928,97,172931,1374656,180323.148514851,172940,79,
173027,310000,173028,27,173029,87,173030,1373900,179567.148514851,173047,75,
173128,310000,173129,27,173130,97,173131,1374396,180063.148514851,173148,81,
173228,310000,173229,27,173230,97,173231,1374768,180435.148514851,173238,81,
173329,310000,173331,27,173332,100,173334,1375512,181179.148514851,173365,83,
173430,310000,173431,29,173432,100,173433,1373732,179399.148514851,173442,83,
173533,310000,173533,29,173535,100,173536,1374104,179771.148514851,173549,83,
173633,310000,173634,29,173635,90,173636,1374536,180203.148514851,173642,76,
173735,310000,173736,29,173737,100,173738,1374952,180619.148514851,173768,83,
173836,310000,173837,29,173838,100,173839,1373676,179343.148514851,173855,83,
173936,310000,173937,29,173938,87,173939,1374344,180011.148514851,173944,73,
174037,310000,174038,29,174039,64,174040,1374964,180631.148514851,174056,51,
174138,310000,174138,29,174140,71,174141,1375460,181127.148514851,174152,59,
174238,200000,174239,29,174240,76,174241,1372788,178455.148514851,174247,64,
174338,200000,174339,29,174340,100,174341,1374028,179695.148514851,174357,83,
174439,200000,174439,29,174440,97,174441,1374352,180019.148514851,174453,81,
174539,200000,174540,38,174541,100,174542,1374580,180247.148514851,174547,83,
174640,200000,174640,38,174642,100,174646,1375204,180871.148514851,174665,83,
174746,310000,174747,38,174748,100,174749,1374024,179691.148514851,174767,83,
174846,310000,174847,38,174854,100,174855,1374520,180187.148514851,174869,83,
174947,310000,174948,38,174949,100,174950,1375016,180683.148514851,174957,83,
175047,310000,175048,38,175049,95,175051,1375140,180807.148514851,175078,79,
175148,310000,175148,38,175150,100,175151,1375760,181427.148514851,175173,83,
175249,310000,175249,38,175251,100,175252,1373584,179251.148514851,175277,83,
175350,310000,175351,38,175352,91,175353,1375176,180843.148514851,175370,76,
175450,310000,175451,38,175452,100,175453,1376192,181859.148514851,175477,83,
175551,310000,175552,38,175554,100,175555,1376540,182207.148514851,175590,83,
175652,310000,175652,38,175654,100,175655,1374272,179939.148514851,175679,83,
175752,200000,175753,27,175755,97,175756,1374272,179939.148514851,175789,81,
175853,310000,175854,27,175867,97,175869,1374396,180063.148514851,175890,81,
175953,310000,175954,27,175956,100,175957,1374612,180279.148514851,175974,83,
176054,310000,176055,27,176056,100,176057,1374984,180651.148514851,176084,83,
176166,310000,176167,27,176168,97,176169,1373780,179447.148514851,176175,82,
176267,310000,176268,27,176270,100,176271,1374152,179819.148514851,176288,83,
176367,310000,176369,27,176377,95,176378,1374772,180439.148514851,176383,80,
176476,310000,176477,27,176478,100,176481,1375068,180735.148514851,176509,83,
176579,310000,176580,27,176581,100,176582,1375936,181603.148514851,176591,83,
176681,310000,176683,27,176684,100,176686,1374944,180611.148514851,176707,83,
176782,310000,176783,27,176785,94,176786,1375316,180983.148514851,176792,79,
176882,310000,176884,27,176885,100,176886,1375516,181183.148514851,176892,83,
176983,310000,176983,27,176985,100,176986,1375764,181431.148514851,176993,83,
177086,310000,177086,27,177088,100,177089,1373736,179403.148514851,177128,83,
177190,310000,177191,28,177193,100,177194,1374356,180023.148514851,177226,83,
177240,310000,177242,28,177243,100,177245,1374728,180395.148514851,177257,83,
177341,310000,177341,28,177343,100,177344,1375472,181139.148514851,177350,83,
177451,310000,177452,28,177469,100,177471,1375048,180715.148514851,177511,83,
177546,310000,177546,28,177548,100,177549,1374844,180511.148514851,177554,83,
177646,310000,177647,28,177648,100,177649,1375408,181075.148514851,177671,83,
177747,310000,177748,28,177750,100,177751,1375944,181611.148514851,177757,83,
177848,310000,177849,28,177851,100,177852,1376564,182231.148514851,177863,83,
177949,310000,177950,28,177951,100,177952,1375288,180955.148514851,177971,83,
178050,310000,178050,28,178052,100,178053,1375412,181079.148514851,178070,83,
178200,310000,178201,28,178202,100,178203,1375860,181527.148514851,178223,83,
178301,310000,178303,0,178318,100,178319,1376480,182147.148514851,178336,83,
178403,310000,178404,0,178407,100,178409,1375076,180743.148514851,178455,83,
178503,310000,178505,0,178509,100,178510,1375296,180963.148514851,178532,83,
178604,310000,178605,23,178608,97,178610,1375280,180947.148514851,178622,81,
178705,310000,178706,23,178710,97,178711,1375688,181355.148514851,178744,81,
178806,310000,178808,23,178809,97,178816,1376308,181975.148514851,178855,81,
178906,310000,178907,23,178915,100,178917,1374080,179747.148514851,178923,83,
179006,310000,179007,23,179009,100,179010,1374328,179995.148514851,179035,83,
179107,310000,179107,23,179109,100,179122,1374452,180119.148514851,179151,83,
179207,310000,179208,23,179211,97,179212,1374700,180367.148514851,179225,81,
179307,310000,179308,23,179311,100,179312,1375072,180739.148514851,179355,83,
179408,310000,179409,0,179415,97,179425,1374092,179759.148514851,179433,82,
179508,310000,179509,0,179516,100,179517,1374588,180255.148514851,179553,83,
179609,310000,179610,0,179614,100,179615,1374960,180627.148514851,179633,83,
179715,310000,179716,0,179717,100,179718,1375628,181295.148514851,179743,83,
179760,310000,179761,0,179766,100,179767,1376248,181915.148514851,179773,83,
179861,310000,179862,0,179864,100,179866,1374348,180015.148514851,179875,83,
179961,310000,179962,27,179964,100,179969,1374968,180635.148514851,179988,83,
180062,310000,180063,27,180065,100,180067,1375464,181131.148514851,180073,83,
180162,310000,180163,27,180165,97,180167,1375960,181627.148514851,180173,81,
180263,310000,180263,27,180265,100,180274,1376580,182247.148514851,180288,83,
180364,310000,180366,27,180368,100,180369,1375152,180819.148514851,180374,83,
180466,310000,180467,27,180469,97,180470,1375896,181563.148514851,180478,81,
180582,310000,180584,27,180593,100,180594,1375896,181563.148514851,180615,83,
180676,310000,180677,27,180678,100,180680,1376064,181731.148514851,180707,83,
180781,310000,180781,0,180791,100,180793,1374584,180251.148514851,180815,83,
180883,310000,180884,0,180886,100,180887,1375204,180871.148514851,180903,83,
180983,310000,180985,0,180996,80,180997,1377596,183263.148514851,181010,68,
181084,310000,181085,0,181089,83,181092,1376452,182119.148514851,181125,70,
181184,310000,181185,0,181191,100,181192,1376700,182367.148514851,181208,83,
181285,310000,181286,0,181291,97,181292,1374736,180403.148514851,181303,81,
181385,310000,181386,0,181391,97,181392,1375108,180775.148514851,181410,81,
181486,310000,181487,32,181488,100,181489,1375460,181127.148514851,181515,83,
181587,310000,181587,32,181589,100,181590,1376080,181747.148514851,181633,83,
181693,310000,181698,32,181700,100,181705,1374776,180443.148514851,181744,83,
181797,310000,181798,0,181799,100,181800,1374900,180567.148514851,181825,83,
181897,310000,181898,0,181900,97,181900,1375000,180667.148514851,181914,81,
181998,310000,181999,0,182000,100,182001,1375744,181411.148514851,182037,83,
182099,310000,182100,0,182105,100,182107,1375992,181659.148514851,182137,83,
182199,310000,182199,0,182201,100,182202,1374864,180531.148514851,182221,83,
182300,310000,182300,0,182302,100,182303,1375484,181151.148514851,182314,83,
182400,200000,182401,0,182403,100,182404,1375484,181151.148514851,182445,83,
182502,200000,182503,0,182504,100,182505,1376104,181771.148514851,182514,83,
182603,200000,182603,28,182605,100,182606,1374244,179911.148514851,182617,83,
182705,200000,182706,28,182708,97,182708,1374188,179855.148514851,182723,81,
182806,310000,182807,28,182809,100,182811,1374684,180351.148514851,182838,83,
182915,310000,182916,28,182918,97,182919,1375056,180723.148514851,182936,81,
183016,310000,183017,0,183018,97,183019,1375800,181467.148514851,183042,81,
183120,310000,183120,0,183122,100,183122,1375048,180715.148514851,183138,83,
183220,310000,183221,0,183222,86,183222,1375668,181335.148514851,183240,72,
183321,310000,183322,0,183323,94,183325,1376640,182307.148514851,183332,80,
183421,310000,183422,0,183423,100,183424,1377384,183051.148514851,183449,83,
183471,310000,183472,0,183473,94,183474,1377756,183423.148514851,183492,80,
183572,310000,183573,0,183574,100,183575,1375368,181035.148514851,183582,83,
183672,310000,183673,0,183674,100,183675,1375704,181371.148514851,183681,83,
183773,310000,183773,0,183775,100,183783,1375952,181619.148514851,183793,83,
183875,310000,183876,0,183878,100,183879,1376324,181991.148514851,183892,83,
183981,310000,183982,0,183984,100,183985,1376820,182487.148514851,184016,83,
184082,310000,184083,26,184084,100,184085,1375052,180719.148514851,184097,83,
184182,310000,184183,26,184185,100,184186,1375796,181463.148514851,184193,83,
184283,310000,184284,26,184285,90,184286,1376292,181959.148514851,184291,75,
184383,310000,184384,26,184387,100,184388,1376664,182331.148514851,184399,83,
184486,310000,184487,26,184488,100,184489,1375412,181079.148514851,184496,83,
184587,310000,184587,26,184589,87,184590,1375876,181543.148514851,184609,73,
184688,310000,184689,26,184690,100,184691,1375776,181443.148514851,184709,83,
184790,310000,184791,26,184792,100,184794,1376768,182435.148514851,184818,83,
184949,310000,184950,26,184952,100,184956,1376020,181687.148514851,184985,83,
185049,310000,185050,26,185051,100,185056,1376268,181935.148514851,185064,83,
185149,310000,185151,25,185153,100,185153,1376764,182431.148514851,185181,83,
185250,310000,185251,25,185252,100,185253,1377136,182803.148514851,185260,83,
185350,310000,185351,25,185352,100,185353,1375132,180799.148514851,185360,83,
185451,310000,185452,0,185453,100,185454,1375380,181047.148514851,185461,83,
185552,310000,185553,0,185554,100,185555,1375876,181543.148514851,185562,83,
185653,310000,185654,0,185656,100,185657,1376212,181879.148514851,185696,83,
185753,310000,185760,0,185762,100,185763,1376708,182375.148514851,185785,83,
185855,310000,185857,0,185859,100,185860,1375752,181419.148514851,185871,83,
185906,310000,185907,0,185908,100,185909,1375752,181419.148514851,185935,83,
186006,310000,186007,0,186008,100,186009,1376000,181667.148514851,186028,83,
186107,310000,186111,0,186121,100,186122,1376868,182535.148514851,186136,83,
186207,310000,186208,0,186211,100,186218,1377388,183055.148514851,186266,83,
186315,200000,186316,0,186317,97,186318,1376020,181687.148514851,186338,81,
186418,310000,186424,0,186426,97,186427,1376392,182059.148514851,186433,82,
186524,310000,186525,0,186527,100,186528,1376668,182335.148514851,186534,83,
186624,310000,186625,25,186626,100,186627,1377292,182959.148514851,186634,83,
186725,310000,186727,25,186733,100,186735,1377456,183123.148514851,186741,83,
186827,310000,186827,25,186829,100,186830,1375656,181323.148514851,186851,83,
186928,310000,186928,25,186930,100,186931,1375904,181571.148514851,186947,83,
187028,310000,187029,25,187030,100,187031,1376648,182315.148514851,187048,83,
187129,310000,187130,25,187133,100,187134,1377144,182811.148514851,187167,83,
187229,310000,187231,25,187233,100,187234,1377516,183183.148514851,187253,83,
187330,310000,187331,25,187332,100,187333,1375940,181607.148514851,187360,83,
187430,310000,187431,25,187432,97,187433,1376188,181855.148514851,187456,81,
187532,310000,187534,25,187540,100,187541,1377144,182811.148514851,187569,83,
187650,310000,187651,25,187659,100,187661,1377392,183059.148514851,187678,83,
187736,310000,187737,25,187739,97,187740,1375912,181579.148514851,187746,80,
187839,310000,187840,26,187841,100,187842,1376036,181703.148514851,187864,83,
187940,310000,187941,26,187942,100,187943,1376524,182191.148514851,187949,83,
188040,310000,188041,26,188043,100,188043,1377020,182687.148514851,188050,83,
188141,310000,188142,26,188145,100,188156,1377516,183183.148514851,188198,83,
188242,310000,188243,26,188244,100,188245,1375688,181355.148514851,188254,83,
188346,310000,188346,0,188348,100,188357,1376308,181975.148514851,188371,83,
188448,310000,188449,0,188450,100,188452,1376524,182191.148514851,188482,83,
188550,310000,188551,0,188553,97,188554,1377144,182811.148514851,188579,81,
188652,310000,188653,0,188655,100,188657,1377764,183431.148514851,188717,83,
188766,310000,188767,0,188769,100,188770,1376308,181975.148514851,188781,83,
188867,310000,188868,0,188870,100,188871,1376680,182347.148514851,188910,83,
188968,310000,188969,0,188970,100,188971,1377300,182967.148514851,189009,83,
189069,310000,189071,0,189074,100,189075,1377764,183431.148514851,189082,83,
189169,310000,189170,0,189172,100,189173,1375588,181255.148514851,189190,83,
189269,310000,189270,0,189271,100,189272,1375588,181255.148514851,189290,83,
189370,310000,189371,0,189372,87,189373,1376332,181999.148514851,189385,73,
189475,310000,189477,31,189478,80,189484,1377764,183431.148514851,189497,67,
189576,310000,189577,31,189579,100,189582,1378260,183927.148514851,189628,83,
189676,310000,189677,31,189678,100,189679,1376780,182447.148514851,189683,83,
189777,200000,189778,31,189780,94,189781,1377544,183211.148514851,189791,79,
189885,310000,189886,31,189887,95,189888,1376416,182083.148514851,189902,79,
189982,310000,189982,0,189984,94,189985,1377028,182695.148514851,190019,80,
190080,310000,190082,0,190087,100,190104,1375076,180743.148514851,190138,83,
190179,310000,190180,0,190181,100,190182,1375440,181107.148514851,190189,83,
190279,310000,190280,0,190281,100,190282,1375564,181231.148514851,190298,83,
190385,310000,190386,0,190387,97,190388,1376184,181851.148514851,190400,81,
190486,310000,190486,0,190488,100,190488,1376928,182595.148514851,190532,83,
190586,310000,190587,0,190588,100,190589,1375568,181235.148514851,190617,83,
190687,310000,190688,0,190689,84,190690,1375656,181323.148514851,190735,70,
190788,310000,190788,34,190790,92,190791,1376176,181843.148514851,190799,78,
190888,310000,190889,34,190890,72,190891,1376648,182315.148514851,190902,59,
190989,200000,190990,34,190991,86,190992,1374616,180283.148514851,191012,70,
191093,200000,191094,34,191095,84,191096,1375932,181599.148514851,191112,73,
191145,200000,191146,34,191148,100,191149,1376304,181971.148514851,191154,83,
191246,200000,191247,34,191248,100,191249,1376800,182467.148514851,191253,83,
191347,310000,191348,34,191350,100,191351,1377144,182811.148514851,191357,83,
191447,310000,191448,34,191450,100,191452,1375692,181359.148514851,191458,83,
191550,310000,191551,34,191552,97,191552,1375940,181607.148514851,191562,81,
191651,310000,191651,34,191652,100,191653,1376516,182183.148514851,191658,83,
191752,310000,191753,34,191754,100,191757,1377260,182927.148514851,191767,83,
191852,310000,191853,34,191854,100,191854,1377880,183547.148514851,191859,83,
191953,310000,191953,34,191955,100,191956,1376104,181771.148514851,191966,83,
192054,310000,192056,34,192058,100,192059,1379864,185531.148514851,192067,83,
192154,310000,192154,34,192156,90,192157,1378052,183719.148514851,192169,75,
192255,310000,192256,36,192257,95,192258,1378796,184463.148514851,192279,80,
192355,310000,192356,36,192358,100,192359,1376684,182351.148514851,192386,83,
192456,310000,192457,36,192458,97,192459,1376808,182475.148514851,192465,81,
192557,310000,192558,0,192559,95,192560,1377428,183095.148514851,192587,79,
192658,310000,192658,0,192660,100,192661,1378004,183671.148514851,192677,83,
192767,310000,192768,0,192770,97,192772,1378748,184415.148514851,192778,81,
192869,310000,192870,0,192871,100,192872,1376784,182451.148514851,192891,83,
192969,310000,192970,0,192971,97,192972,1377404,183071.148514851,192979,81,
193070,310000,193071,0,193072,100,193073,1378148,183815.148514851,193086,83,
193175,310000,193175,0,193177,100,193178,1378644,184311.148514851,193208,83,
193275,310000,193276,0,193278,97,193279,1377564,183231.148514851,193294,81,
193376,310000,193377,0,193378,100,193379,1377812,183479.148514851,193408,83,
193476,310000,193477,0,193478,97,193479,1377812,183479.148514851,193492,81,
193577,310000,193578,0,193579,100,193580,1378100,183767.148514851,193597,83,
193678,310000,193679,0,193681,100,193682,1378376,184043.148514851,193708,83,
193781,310000,193781,0,193783,97,193785,1377428,183095.148514851,193805,81,
193878,310000,193879,26,193881,100,193882,1377676,183343.148514851,193898,83,
193979,310000,193980,26,193982,100,193983,1378396,184063.148514851,194004,83,
194082,310000,194083,26,194085,100,194086,1378996,184663.148514851,194149,83,
194183,310000,194184,26,194186,100,194187,1377520,183187.148514851,194211,83,
194283,310000,194284,26,194295,100,194296,1377520,183187.148514851,194302,83,
194384,310000,194385,0,194386,100,194388,1377944,183611.148514851,194406,83,
194486,310000,194486,0,194488,97,194489,1378440,184107.148514851,194509,81,
194586,310000,194587,0,194592,100,194593,1379060,184727.148514851,194611,83,
194686,310000,194687,0,194688,100,194689,1376816,182483.148514851,194702,83,
194787,310000,194788,0,194789,100,194790,1377064,182731.148514851,194803,83,
194887,310000,194888,0,194889,100,194890,1377684,183351.148514851,194901,83,
194988,310000,194989,0,194990,100,194991,1378312,183979.148514851,195010,83,
195088,310000,195089,0,195091,100,195092,1378808,184475.148514851,195123,83,
195189,310000,195191,0,195192,100,195198,1377284,182951.148514851,195219,83,
195294,310000,195295,25,195297,100,195298,1377780,183447.148514851,195312,83,
195399,310000,195400,25,195402,100,195403,1378276,183943.148514851,195411,83,
195500,310000,195502,25,195503,100,195504,1378772,184439.148514851,195547,83,
195601,310000,195602,25,195603,100,195606,1377212,182879.148514851,195612,83,
195701,310000,195702,25,195703,100,195704,1377664,183331.148514851,195720,83,
195804,310000,195805,25,195806,100,195807,1377912,183579.148514851,195826,83,
195903,310000,195905,25,195906,100,195907,1378408,184075.148514851,195914,83,
196004,310000,196005,25,196007,100,196008,1378904,184571.148514851,196014,83,
196105,310000,196106,25,196107,100,196108,1378008,183675.148514851,196125,83,
196205,310000,196206,25,196207,100,196208,1378504,184171.148514851,196214,83,
196306,310000,196307,25,196308,100,196309,1379000,184667.148514851,196319,83,
196407,310000,196408,25,196409,100,196410,1379372,185039.148514851,196428,83,
196507,310000,196508,25,196509,100,196510,1379868,185535.148514851,196529,83,
196608,310000,196609,25,196610,100,196611,1377588,183255.148514851,196619,83,
196709,310000,196710,25,196711,95,196712,1378012,183679.148514851,196719,79,
196809,310000,196810,25,196811,100,196812,1378384,184051.148514851,196842,83,
196909,310000,196910,25,196912,100,196913,1379004,184671.148514851,196929,83,
197035,310000,197053,25,197054,100,197055,1377724,183391.148514851,197062,83,
197135,310000,197136,25,197138,100,197139,1378344,184011.148514851,197151,83,
197235,310000,197236,25,197238,100,197240,1378840,184507.148514851,197258,83,
197336,310000,197337,25,197338,100,197339,1379212,184879.148514851,197353,83,
197436,310000,197437,25,197439,100,197440,1379708,185375.148514851,197457,83,
197537,310000,197537,25,197539,92,197540,1377304,182971.148514851,197560,77,
197637,310000,197638,25,197648,100,197650,1377764,183431.148514851,197658,83,
197738,310000,197739,23,197741,82,197743,1380032,185699.148514851,197751,68,
197838,310000,197839,23,197840,100,197841,1378976,184643.148514851,197860,83,
197939,310000,197940,23,197944,95,197949,1377416,183083.148514851,197970,80,
198039,310000,198040,23,198043,100,198044,1377912,183579.148514851,198060,83,
198140,310000,198141,23,198151,100,198152,1378284,183951.148514851,198180,83,
198241,310000,198242,23,198243,97,198245,1378904,184571.148514851,198260,81,
198348,310000,198353,23,198357,100,198358,1377164,182831.148514851,198364,83,
198450,310000,198451,23,198453,100,198453,1377660,183327.148514851,198460,83,
198551,310000,198551,23,198553,100,198553,1377888,183555.148514851,198568,83,
198656,310000,198657,0,198659,100,198660,1378160,183827.148514851,198698,83,
198752,310000,198754,0,198758,100,198759,1379152,184819.148514851,198802,83,
198854,310000,198855,0,198856,100,198857,1377972,183639.148514851,198863,83,
198954,310000,198955,0,198956,100,198957,1378468,184135.148514851,198972,83,
199055,310000,199056,0,199058,100,199059,1378964,184631.148514851,199068,83,
199155,310000,199156,0,199157,100,199158,1378964,184631.148514851,199165,83,
199256,310000,199257,0,199258,100,199259,1378964,184631.148514851,199265,83,
199360,310000,199370,30,199386,98,199388,1378300,183967.148514851,199409,82,
199410,310000,199411,30,199413,100,199414,1378424,184091.148514851,199440,83,
199517,310000,199518,30,199520,100,199521,1379292,184959.148514851,199539,83,
199616,310000,199618,30,199626,100,199631,1379252,184919.148514851,199661,83,
199717,310000,199719,30,199721,94,199722,1379748,185415.148514851,199736,79,
199818,200000,199826,30,199834,88,199836,1380368,186035.148514851,199841,74,
199922,200000,199923,30,199925,100,199926,1378836,184503.148514851,199939,83,
200023,310000,200024,30,200025,97,200026,1379256,184923.148514851,200036,81,
200124,310000,200125,30,200126,95,200127,1379876,185543.148514851,200133,80,
200224,310000,200225,30,200227,100,200228,1379876,185543.148514851,200234,83,
200325,310000,200326,0,200331,100,200333,1380496,186163.148514851,200342,83,
200426,310000,200427,0,200428,100,200429,1380944,186611.148514851,200447,83,
200527,310000,200528,0,200529,100,200530,1377956,183623.148514851,200545,83,
200632,310000,200634,31,200639,97,200640,1378508,184175.148514851,200648,82,
200732,310000,200733,31,200735,97,200736,1379004,184671.148514851,200741,81,
200833,310000,200834,31,200835,87,200836,1379872,185539.148514851,200841,73,
200951,310000,200952,31,200954,100,200954,1378384,184051.148514851,200971,83,
201052,310000,201053,31,201054,100,201055,1379004,184671.148514851,201069,83,
201153,310000,201154,31,201155,94,201156,1379872,185539.148514851,201174,79,
201254,310000,201255,31,201256,100,201257,1380492,186159.148514851,201288,83,
201354,310000,201355,31,201357,100,201361,1381036,186703.148514851,201368,83,
201455,310000,201456,31,201457,100,201458,1378608,184275.148514851,201477,83,
201555,310000,201556,31,201557,100,201558,1378980,184647.148514851,201578,83,
201656,310000,201657,31,201658,100,201659,1379376,185043.148514851,201675,83,
201756,310000,201757,31,201759,100,201759,1380020,185687.148514851,201781,83,
201857,310000,201858,26,201859,100,201861,1380392,186059.148514851,201886,83,
201957,310000,201958,26,201960,100,201961,1379064,184731.148514851,201981,83,
202058,310000,202059,26,202060,100,202061,1379436,185103.148514851,202090,83,
202159,310000,202160,26,202161,100,202162,1379808,185475.148514851,202194,83,
202259,310000,202260,26,202262,97,202263,1380144,185811.148514851,202275,81,
202360,310000,202386,26,202387,100,202388,1380640,186307.148514851,202394,83,
202460,310000,202461,0,202463,100,202464,1377964,183631.148514851,202489,83,
202561,310000,202562,0,202563,100,202564,1377964,183631.148514851,202579,83,
202661,310000,202662,0,202664,100,202665,1377936,183603.148514851,202682,83,
202766,310000,202775,0,202777,100,202778,1379052,184719.148514851,202791,83,
202867,310000,202868,0,202869,100,202871,1379548,185215.148514851,202891,83,
202975,310000,202984,0,202986,100,202987,1379116,184783.148514851,203022,83,
203072,310000,203073,0,203075,100,203076,1379240,184907.148514851,203083,83,
203172,310000,203173,0,203174,100,203178,1379736,185403.148514851,203185,83,
203222,310000,203223,0,203225,100,203226,1379736,185403.148514851,203233,83,
203323,310000,203324,0,203325,100,203326,1379860,185527.148514851,203342,83,
203423,310000,203425,0,203430,100,203432,1380412,186079.148514851,203453,83,
203524,310000,203525,0,203526,100,203528,1380908,186575.148514851,203553,83,
203624,310000,203625,0,203627,100,203628,1378676,184343.148514851,203646,83,
203725,310000,203726,0,203727,100,203728,1379164,184831.148514851,203746,83,
203825,310000,203826,29,203827,100,203828,1379784,185451.148514851,203846,83,
203926,310000,203927,29,203928,100,203929,1380528,186195.148514851,203950,83,
204031,200000,204033,29,204045,100,204046,1379052,184719.148514851,204054,83,
204132,200000,204133,29,204137,97,204139,1379672,185339.148514851,204157,81,
204233,310000,204234,29,204236,100,204237,1380292,185959.148514851,204258,83,
204335,310000,204336,29,204337,100,204338,1380788,186455.148514851,204373,83,
204436,310000,204436,29,204438,100,204439,1381532,187199.148514851,204457,83,
204536,310000,204537,29,204538,97,204539,1379252,184919.148514851,204566,81,
204637,310000,204638,29,204639,100,204640,1379652,185319.148514851,204672,83,
204752,310000,204753,29,204754,97,204771,1380148,185815.148514851,204787,82,
204854,310000,204855,29,204856,100,204857,1380520,186187.148514851,204864,83,
204953,310000,204955,25,204957,100,204965,1379120,184787.148514851,204973,83,
205055,310000,205056,25,205057,97,205058,1379368,185035.148514851,205066,81,
205156,310000,205157,25,205158,97,205159,1379616,185283.148514851,205178,81,
205257,310000,205258,25,205259,100,205260,1380360,186027.148514851,205302,83,
205357,310000,205358,25,205360,100,205361,1381012,186679.148514851,205378,83,
205458,310000,205459,25,205461,100,205466,1379332,184999.148514851,205502,83,
205558,310000,205559,25,205560,100,205561,1379828,185495.148514851,205578,83,
205659,310000,205660,25,205661,100,205662,1379768,185435.148514851,205678,83,
205760,310000,205761,0,205762,100,205768,1380016,185683.148514851,205802,83,
205860,310000,205861,0,205863,97,205875,1380760,186427.148514851,205893,81,
205961,310000,205962,0,205963,82,205964,1378932,184599.148514851,205977,67,
206061,310000,206062,0,206065,95,206075,1380296,185963.148514851,206110,80,
206161,310000,206162,0,206164,100,206166,1380792,186459.148514851,206173,83,
206262,310000,206263,0,206265,100,206268,1380916,186583.148514851,206292,83,
206362,310000,206363,0,206375,97,206376,1377916,183583.148514851,206383,81,
206466,310000,206467,31,206469,97,206471,1378272,183939.148514851,206479,81,
206566,310000,206567,31,206569,97,206574,1378892,184559.148514851,206605,81,
206666,310000,206667,31,206668,100,206669,1379264,184931.148514851,206698,83,
206785,310000,206786,31,206788,100,206789,1379884,185551.148514851,206812,83,
206836,310000,206836,31,206838,100,206838,1378532,184199.148514851,206860,83,
206936,310000,206937,31,206938,97,206939,1379152,184819.148514851,206956,81,
207037,200000,207037,31,207039,100,207040,1379648,185315.148514851,207068,83,
207146,310000,207146,31,207148,100,207148,1380268,185935.148514851,207154,83,
207246,310000,207247,31,207248,88,207249,1378660,184327.148514851,207254,73,
207346,310000,207347,31,207348,79,207349,1378660,184327.148514851,207355,66,
207448,310000,207449,31,207451,69,207453,1378948,184615.148514851,207464,58,
