execute_time,in_depth,input_rows,input_cols,filter_rows,filter_cols,stride_rows,stride_cols,pad_rows,pad_cols,out_depth,out_rows,out_cols,
0.007946,480,14,14,1,1,1,1,0,0,192,14,14,
0.004222,508,4,4,1,1,1,1,0,0,128,4,4,
0.022849,3,224,224,7,7,2,2,2,2,64,112,112,
0.005095,64,56,56,1,1,1,1,0,0,64,56,56,
0.029785,64,56,56,3,3,1,1,1,1,192,56,56,
0.009215,192,28,28,1,1,1,1,0,0,16,28,28,
0.004207,16,28,28,5,5,1,1,2,2,32,28,28,
0.007606,192,28,28,1,1,1,1,0,0,96,28,28,
0.009663,96,28,28,3,3,1,1,1,1,128,28,28,
0.007412,192,28,28,1,1,1,1,0,0,64,28,28,
0.005944,192,28,28,1,1,1,1,0,0,32,28,28,
0.007302,256,28,28,1,1,1,1,0,0,64,28,28,
0.008439,256,28,28,1,1,1,1,0,0,32,28,28,
0.004799,32,28,28,5,5,1,1,2,2,96,28,28,
0.008748,256,28,28,1,1,1,1,0,0,128,28,28,
0.022196,128,28,28,3,3,1,1,1,1,192,28,28,
0.010301,256,28,28,1,1,1,1,0,0,128,28,28,
0.00409,480,14,14,1,1,1,1,0,0,64,14,14,
0.006003,480,14,14,1,1,1,1,0,0,16,14,14,
0.003982,16,14,14,5,5,1,1,2,2,48,14,14,
0.008507,480,14,14,1,1,1,1,0,0,96,14,14,
0.005154,96,14,14,3,3,1,1,1,1,204,14,14,
0.010019,480,14,14,1,1,1,1,0,0,192,14,14,
0.003823,508,4,4,1,1,1,1,0,0,128,4,4,
0.024355,3,224,224,7,7,2,2,2,2,64,112,112,
0.006059,64,56,56,1,1,1,1,0,0,64,56,56,
0.031605,64,56,56,3,3,1,1,1,1,192,56,56,
0.005025,192,28,28,1,1,1,1,0,0,16,28,28,
0.00722,16,28,28,5,5,1,1,2,2,32,28,28,
0.006541,192,28,28,1,1,1,1,0,0,96,28,28,
0.013277,96,28,28,3,3,1,1,1,1,128,28,28,
0.006538,192,28,28,1,1,1,1,0,0,64,28,28,
0.004374,192,28,28,1,1,1,1,0,0,32,28,28,
0.00522,256,28,28,1,1,1,1,0,0,64,28,28,
0.004696,256,28,28,1,1,1,1,0,0,32,28,28,
0.011955,32,28,28,5,5,1,1,2,2,96,28,28,
0.009488,256,28,28,1,1,1,1,0,0,128,28,28,
0.021602,128,28,28,3,3,1,1,1,1,192,28,28,
0.011441,256,28,28,1,1,1,1,0,0,128,28,28,
0.004501,480,14,14,1,1,1,1,0,0,64,14,14,
0.003259,480,14,14,1,1,1,1,0,0,16,14,14,
0.005493,16,14,14,5,5,1,1,2,2,48,14,14,
0.007037,480,14,14,1,1,1,1,0,0,96,14,14,
0.004281,96,14,14,3,3,1,1,1,1,204,14,14,
0.005261,480,14,14,1,1,1,1,0,0,192,14,14,
0.00646,508,4,4,1,1,1,1,0,0,128,4,4,
0.020736,3,224,224,7,7,2,2,2,2,64,112,112,
0.009617,64,56,56,1,1,1,1,0,0,64,56,56,
0.031117,64,56,56,3,3,1,1,1,1,192,56,56,
0.008596,192,28,28,1,1,1,1,0,0,16,28,28,
0.006378,16,28,28,5,5,1,1,2,2,32,28,28,
0.007769,192,28,28,1,1,1,1,0,0,96,28,28,
0.013592,96,28,28,3,3,1,1,1,1,128,28,28,
0.004477,192,28,28,1,1,1,1,0,0,64,28,28,
0.008751,192,28,28,1,1,1,1,0,0,32,28,28,
0.008101,256,28,28,1,1,1,1,0,0,64,28,28,
0.00978,256,28,28,1,1,1,1,0,0,32,28,28,
0.011648,32,28,28,5,5,1,1,2,2,96,28,28,
0.004892,256,28,28,1,1,1,1,0,0,128,28,28,
0.020902,128,28,28,3,3,1,1,1,1,192,28,28,
0.006924,256,28,28,1,1,1,1,0,0,128,28,28,
0.006306,480,14,14,1,1,1,1,0,0,64,14,14,
0.003691,480,14,14,1,1,1,1,0,0,16,14,14,
0.002743,16,14,14,5,5,1,1,2,2,48,14,14,
0.004952,480,14,14,1,1,1,1,0,0,96,14,14,
0.008083,96,14,14,3,3,1,1,1,1,204,14,14,
0.010035,480,14,14,1,1,1,1,0,0,192,14,14,
