Time  [ms],CPU Load [%],Time  [ms],CPU1 Frequency [kHz],Time  [ms],Memory Usage [KB],Memory Usage [KB] App,Time  [ms],CPU Load (Normalized) [%],
258648,0,258649,1274000,258650,3526940,158771.516908213,258881,29,
258751,70,258752,1586000,258753,3528504,160335.516908213,258986,44,
258856,43,258857,1586000,258858,3530936,162767.516908213,259077,53,
258950,70,258951,1586000,258952,3526748,158579.516908213,259175,42,
259053,86,259054,1586000,259055,3527492,159323.516908213,259271,47,
259153,66,259154,1586000,259155,3523108,154939.516908213,259385,33,
259254,75,259254,1586000,259256,3524352,156183.516908213,259493,52,
259356,47,259357,1586000,259359,3526580,158411.516908213,259580,45,
259457,80,259466,1586000,259471,3526952,158783.516908213,259690,47,
259557,75,259558,1586000,259559,3527816,159647.516908213,259762,21,
259658,88,259659,1586000,259662,3526684,158515.516908213,259876,27,
259756,0,259756,1586000,259757,3525120,156951.516908213,259980,36,
259857,46,259858,1586000,259859,3525120,156951.516908213,260078,28,
259957,61,259958,1586000,259961,3525564,157395.516908213,260186,41,
260059,50,260059,1586000,260061,3523768,155599.516908213,260276,35,
260159,68,260161,1586000,260163,3523388,155219.516908213,260381,35,
260259,55,260260,1586000,260262,3522460,154291.516908213,260478,42,
260361,58,260362,1586000,260363,3522460,154291.516908213,260581,30,
260460,66,260460,1586000,260461,3522856,154687.516908213,260682,36,
260561,56,260562,1378000,260563,3523464,155295.516908213,260796,36,
260661,67,260662,1586000,260663,3525696,157527.516908213,260895,39,
260764,54,260764,1586000,260768,3527144,158975.516908213,260988,50,
260864,68,260864,1586000,260866,3525764,157595.516908213,261088,37,
260963,82,260964,1586000,260964,3525240,157071.516908213,261203,47,
261065,60,261066,1586000,261067,3525056,156887.516908213,261272,44,
261165,78,261169,1586000,261171,3525120,156951.516908213,261390,34,
261265,66,261265,1586000,261266,3524864,156695.516908213,261492,42,
261366,63,261367,1586000,261369,3515204,147035.516908213,261582,35,
261467,88,261468,1586000,261469,3520708,152539.516908213,261687,34,
261566,0,261567,1586000,261568,3521624,153455.516908213,261783,22,
261667,55,261668,1586000,261669,3522248,154079.516908213,261906,33,
261767,36,261768,1586000,261769,3522744,154575.516908213,261989,46,
261868,55,261869,1170000,261874,3516816,148647.516908213,262087,34,
261968,79,261969,1586000,261970,3522044,153875.516908213,262198,30,
262069,55,262070,1586000,262071,3523036,154867.516908213,262286,26,
262170,59,262172,1066000,262173,3525020,156851.516908213,262392,31,
262270,46,262271,1586000,262272,3525516,157347.516908213,262489,48,
262370,53,262371,1586000,262372,3520928,152759.516908213,262594,39,
262471,80,262472,1586000,262474,3524092,155923.516908213,262696,47,
262572,66,262572,1586000,262576,3523896,155727.516908213,262791,37,
262672,76,262672,1586000,262675,3524068,155899.516908213,262891,45,
262772,54,262774,1586000,262775,3524700,156531.516908213,262989,41,
262873,76,262873,1586000,262875,3530604,162435.516908213,263094,44,
262973,67,262973,1586000,262975,3519440,151271.516908213,263190,43,
263073,74,263074,1586000,263075,3518756,150587.516908213,263292,21,
263174,71,263174,1586000,263176,3519996,151827.516908213,263406,43,
263274,34,263275,1586000,263276,3521880,153711.516908213,263495,34,
263377,71,263380,1586000,263383,3527996,159827.516908213,263600,32,
263475,61,263476,1586000,263477,3528616,160447.516908213,263693,36,
263577,65,263578,1378000,263579,3525932,157763.516908213,263792,30,
263676,66,263676,1586000,263678,3526036,157867.516908213,263898,43,
263776,47,263777,1586000,263778,3524876,156707.516908213,263994,35,
263878,66,263878,1586000,263880,3524876,156707.516908213,264098,34,
263978,62,263978,1586000,263979,3524336,156167.516908213,264201,31,
264082,63,264082,1586000,264083,3514928,146759.516908213,264302,26,
264183,55,264184,1586000,264185,3517044,148875.516908213,264407,47,
264283,41,264284,1586000,264285,3519772,151603.516908213,264503,43,
264384,79,264386,1586000,264390,3525240,157071.516908213,264618,49,
264485,71,264485,1586000,264487,3526108,157939.516908213,264705,42,
264585,78,264586,1586000,264592,3525768,157599.516908213,264808,39,
264685,68,264685,1586000,264689,3526072,157903.516908213,264905,43,
264786,56,264787,1586000,264790,3527312,159143.516908213,265004,39,
264886,74,264887,1586000,264888,3527808,159639.516908213,265107,38,
264986,63,264987,1586000,264988,3528552,160383.516908213,265207,33,
265090,61,265091,1586000,265092,3527668,159499.516908213,265307,35,
265187,52,265188,1586000,265190,3528068,159899.516908213,265407,42,
265287,56,265288,1586000,265291,3525844,157675.516908213,265506,31,
265388,74,265389,1586000,265390,3518444,150275.516908213,265611,41,
265488,50,265489,1586000,265490,3519140,150971.516908213,265712,28,
265588,88,265589,1586000,265590,3522460,154291.516908213,265811,34,
265690,0,265690,1586000,265692,3526352,158183.516908213,265908,34,
265790,63,265791,1586000,265793,3528100,159931.516908213,266010,29,
265891,60,265891,1586000,265893,3528348,160179.516908213,266113,32,
265991,62,265992,1274000,265994,3528844,160675.516908213,266214,39,
266092,62,266092,1378000,266094,3528908,160739.516908213,266314,41,
266192,62,266193,1586000,266196,3529392,161223.516908213,266425,51,
266292,70,266293,1586000,266294,3529888,161719.516908213,266511,44,
266394,79,266394,1586000,266396,3527324,159155.516908213,266618,45,
266493,70,266493,1586000,266494,3524484,156315.516908213,266714,35,
266594,74,266595,1586000,266596,3525360,157191.516908213,266820,41,
266694,52,266695,1586000,266696,3526848,158679.516908213,266915,31,
266796,71,266797,1586000,266798,3523872,155703.516908213,267014,39,
266896,57,266897,1586000,266898,3526352,158183.516908213,267118,24,
266995,66,266996,1586000,266997,3523840,155671.516908213,267215,26,
267096,55,267097,1066000,267099,3524336,156167.516908213,267313,31,
267196,43,267198,1482000,267199,3516956,148787.516908213,267413,42,
267297,56,267298,1586000,267299,3526124,157955.516908213,267517,31,
267397,70,267398,1586000,267399,3511572,143403.516908213,267618,35,
267498,48,267499,1586000,267500,3509544,141375.516908213,267716,26,
267599,61,267599,1586000,267602,3511040,142871.516908213,267823,38,
267699,37,267699,1586000,267701,3513472,145303.516908213,267923,41,
267799,67,267800,1586000,267803,3518432,150263.516908213,268032,47,
267900,70,267901,1586000,267903,3519136,150967.516908213,268123,49,
268001,73,268001,1586000,268005,3520128,151959.516908213,268219,40,
268101,79,268102,1586000,268105,3519560,151391.516908213,268330,45,
268202,61,268202,1586000,268203,3520156,151987.516908213,268429,48,
268302,74,268303,1586000,268305,3521048,152879.516908213,268519,40,
268403,76,268403,1586000,268406,3521544,153375.516908213,268623,26,
268503,67,268503,1586000,268505,3517936,149767.516908213,268739,36,
268604,50,268604,1274000,268606,3518068,149899.516908213,268824,52,
268704,60,268704,1586000,268705,3518168,149999.516908213,268921,29,
268806,82,268806,1586000,268808,3517084,148915.516908213,269027,37,
268904,50,268905,1586000,268906,3517580,149411.516908213,269122,31,
269006,59,269007,1586000,269008,3512312,144143.516908213,269227,37,
269105,48,269105,1586000,269107,3512604,144435.516908213,269325,40,
269206,60,269206,1586000,269209,3516588,148419.516908213,269428,28,
269306,70,269307,1586000,269308,3517332,149163.516908213,269528,38,
269406,50,269407,1586000,269409,3517240,149071.516908213,269629,28,
269507,65,269507,1586000,269508,3518112,149943.516908213,269741,44,
269607,43,269609,1586000,269611,3521288,153119.516908213,269837,51,
269708,69,269709,1586000,269710,3519912,151743.516908213,269936,47,
269808,84,269812,1586000,269814,3517152,148983.516908213,270016,44,
269908,73,269909,1586000,269913,3516664,148495.516908213,270133,30,
270009,71,270009,1586000,270009,3517036,148867.516908213,270240,39,
270109,48,270111,1586000,270114,3518496,150327.516908213,270328,46,
270210,65,270211,1586000,270214,3511268,143099.516908213,270431,29,
270310,75,270311,1586000,270312,3514752,146583.516908213,270530,38,
270412,52,270413,1586000,270415,3515868,147699.516908213,270629,30,
270511,66,270512,1586000,270513,3516464,148295.516908213,270730,33,
270611,46,270612,1586000,270613,3517936,149767.516908213,270838,44,
270713,56,270714,1586000,270715,3512704,144535.516908213,270932,27,
270813,74,270814,1586000,270817,3519052,150883.516908213,271034,35,
270914,50,270914,1586000,270916,3516740,148571.516908213,271133,24,
271014,67,271015,1586000,271016,3517092,148923.516908213,271241,31,
271114,38,271115,1586000,271116,3517888,149719.516908213,271345,41,
271215,61,271216,1170000,271217,3525048,156879.516908213,271453,50,
271315,70,271316,1586000,271317,3525528,157359.516908213,271526,46,
271416,76,271417,1586000,271418,3511636,143467.516908213,271660,37,
271517,80,271517,1586000,271518,3511860,143691.516908213,271752,36,
271617,56,271618,1586000,271618,3513844,145675.516908213,271825,45,
271719,52,271719,1586000,271721,3517076,148907.516908213,271961,45,
271818,77,271819,1586000,271819,3520540,152371.516908213,272026,35,
271919,68,271920,1586000,271924,3521564,153395.516908213,272125,24,
272019,62,272020,1586000,272020,3519168,150999.516908213,272255,24,
272119,44,272120,1586000,272120,3520112,151943.516908213,272340,36,
272222,44,272223,858000,272225,3520280,152111.516908213,272443,27,
272321,67,272321,1482000,272322,3520740,152571.516908213,272546,38,
272421,50,272422,1586000,272423,3520620,152451.516908213,272640,36,
272522,63,272523,1586000,272524,3510988,142819.516908213,272742,21,
272622,65,272623,1586000,272624,3513352,145183.516908213,272847,35,
272723,37,272723,1170000,272724,3513552,145383.516908213,272947,41,
272823,63,272824,1586000,272825,3521112,152943.516908213,273049,33,
272923,68,272924,1586000,272925,3521608,153439.516908213,273159,45,
273024,57,273024,1586000,273025,3521516,153347.516908213,273235,34,
273124,72,273125,1586000,273126,3521144,152975.516908213,273375,42,
273225,50,273225,1586000,273226,3521640,153471.516908213,273432,53,
273326,70,273326,1586000,273331,3522632,154463.516908213,273546,36,
273426,89,273426,1586000,273427,3522340,154171.516908213,273661,48,
273526,59,273526,1586000,273527,3520976,152807.516908213,273738,27,
273628,75,273628,1586000,273630,3520256,152087.516908213,273847,27,
273727,48,273728,1586000,273729,3520992,152823.516908213,273952,40,
273828,46,273828,1586000,273830,3514480,146311.516908213,273995,37,
273930,70,273931,1586000,273932,3520368,152199.516908213,274098,33,
273980,53,273981,1586000,273982,3521608,153439.516908213,274201,32,
274081,59,274081,1586000,274083,3521168,152999.516908213,274303,24,
274182,62,274182,1274000,274183,3518660,150491.516908213,274405,39,
274282,41,274282,1378000,274284,3518512,150343.516908213,274551,40,
274382,65,274383,1586000,274385,3513604,145435.516908213,274603,48,
274533,62,274533,1586000,274534,3513096,144927.516908213,274706,40,
274583,79,274583,1586000,274585,3513988,145819.516908213,274807,26,
274683,63,274688,1586000,274689,3516716,148547.516908213,274912,40,
274784,40,274784,1586000,274786,3514156,145987.516908213,275010,38,
274884,69,274885,1586000,274886,3520808,152639.516908213,275115,36,
274986,62,274987,1586000,274988,3509576,141407.516908213,275194,41,
275086,67,275087,1586000,275088,3509384,141215.516908213,275317,29,
275186,66,275187,1586000,275188,3502304,134135.516908213,275419,40,
275288,46,275288,1586000,275289,3511672,143503.516908213,275495,27,
275389,69,275389,1586000,275391,3514460,146291.516908213,275613,50,
275488,54,275489,1586000,275489,3515204,147035.516908213,275709,28,
275590,88,275591,1586000,275592,3513744,145575.516908213,275808,36,
275690,0,275691,1586000,275692,3515580,147411.516908213,275913,40,
275791,62,275792,1586000,275793,3515828,147659.516908213,276007,39,
275891,88,275892,1586000,275893,3514104,145935.516908213,276111,35,
275991,0,275992,1586000,275993,3513644,145475.516908213,276214,20,
276092,57,276092,1586000,276093,3514488,146319.516908213,276316,32,
276193,40,276193,1170000,276196,3515416,147247.516908213,276423,40,
276294,60,276294,1482000,276295,3515516,147347.516908213,276512,30,
276395,67,276396,1586000,276397,3514432,146263.516908213,276621,45,
276494,52,276495,1586000,276496,3503364,135195.516908213,276719,33,
276597,88,276598,1586000,276599,3506452,138283.516908213,276813,33,
276695,0,276696,1586000,276699,3513596,145427.516908213,276922,32,
276796,58,276796,1586000,276798,3514288,146119.516908213,277021,36,
276897,57,276898,1586000,276900,3515528,147359.516908213,277116,26,
276997,64,276998,1586000,277001,3513312,145143.516908213,277220,27,
277098,48,277099,1586000,277100,3516276,148107.516908213,277322,34,
277198,43,277199,1586000,277200,3517020,148851.516908213,277425,36,
277299,62,277299,1586000,277300,3517268,149099.516908213,277525,35,
277401,62,277401,1586000,277407,3516140,147971.516908213,277617,29,
277499,63,277500,1586000,277502,3514412,146243.516908213,277722,32,
277600,46,277601,1586000,277602,3513668,145499.516908213,277819,47,
277700,53,277701,1586000,277703,3507904,139735.516908213,277945,29,
277802,74,277802,1586000,277804,3514040,145871.516908213,278026,33,
277904,53,277915,1170000,277917,3513800,145631.516908213,278125,26,
278002,66,278003,1586000,278004,3515388,147219.516908213,278228,37,
278103,38,278104,1586000,278105,3513072,144903.516908213,278333,43,
278203,62,278204,1586000,278205,3520256,152087.516908213,278424,42,
278303,71,278304,1586000,278305,3509220,141051.516908213,278531,39,
278405,72,278405,1586000,278406,3509208,141039.516908213,278643,38,
278505,66,278506,1586000,278507,3510024,141855.516908213,278749,42,
278607,54,278609,1586000,278614,3499160,130991.516908213,278837,54,
278706,73,278706,1586000,278708,3531460,163291.516908213,278929,41,
278810,83,278811,1586000,278815,3540080,171911.516908213,279042,41,
278910,65,278911,1586000,278912,3540084,171915.516908213,279148,30,
279021,69,279022,1586000,279023,3540632,172463.516908213,279235,31,
279111,52,279111,962000,279112,3540496,172327.516908213,279330,42,
279212,60,279213,1170000,279214,3538276,170107.516908213,279434,33,
279313,68,279313,1586000,279314,3538772,170603.516908213,279535,40,
279415,57,279415,1586000,279416,3536828,168659.516908213,279652,28,
279514,66,279514,1586000,279515,3530360,162191.516908213,279754,34,
279615,50,279615,1586000,279617,3532500,164331.516908213,279850,45,
279731,55,279732,1586000,279732,3538452,170283.516908213,279941,47,
279818,72,279818,1586000,279819,3541392,173223.516908213,280039,46,
279919,71,279919,1586000,279920,3543160,174991.516908213,280153,39,
280019,76,280019,1586000,280021,3542732,174563.516908213,280250,38,
280120,65,280121,1586000,280123,3542768,174599.516908213,280362,40,
280220,53,280220,1586000,280221,3544256,176087.516908213,280447,34,
280323,67,280324,1586000,280330,3542036,173867.516908213,280550,33,
280423,57,280423,1586000,280425,3542648,174479.516908213,280645,30,
280527,58,280527,1586000,280528,3541576,173407.516908213,280753,27,
280624,52,280624,1586000,280625,3543396,175227.516908213,280863,44,
280724,47,280724,1274000,280725,3543644,175475.516908213,280930,35,
280824,69,280825,1586000,280826,3544140,175971.516908213,281041,31,
280924,61,280924,1586000,280925,3544548,176379.516908213,281154,27,
281024,64,281024,1274000,281025,3544500,176331.516908213,281258,27,
281125,52,281126,1378000,281127,3546448,178279.516908213,281342,40,
281226,41,281227,1066000,281234,3547192,179023.516908213,281446,39,
281326,73,281326,1586000,281327,3546636,178467.516908213,281544,41,
281426,62,281427,1586000,281428,3539860,171691.516908213,281651,49,
281527,66,281527,1586000,281529,3540124,171955.516908213,281749,35,
